ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,Cleaned_SMILES
A-2821,potassium 2-sulfanylacetate,"InChI=1S/C2H4O2S.K/c3-2(4)1-5;/h5H,1H2,(H,3,4);/q;+1/p-1",HYTYHTSMCRDHIM-UHFFFAOYSA-M,[K+].[O-]C(=O)CS,0.780671021,0.0,1,G1,130.209,-4.3299,18.86,6,3,1,4,1,30,0,0,0,0,40.13,84.13758035,0.0,46.81274391,
A-2822,sodium 2-hydroxy-3-(prop-2-en-1-yloxy)propane-1-sulfonate,"InChI=1S/C6H12O5S.Na/c1-2-3-11-4-6(7)5-12(8,9)10;/h2,6-7H,1,3-5H2,(H,8,9,10);/q;+1/p-1",CJGJYOBXQLCLRG-UHFFFAOYSA-M,[Na+].OC(COCC=C)C[S]([O-])(=O)=O,0.55383995,0.0,1,G1,218.206,-3.9009,41.587,13,5,1,7,6,72,0,0,0,0,86.66,99.82417318,0.0,225.1791103,
A-2826,(2S)-2-amino-5-carbamimidamidopentanoic acid hydrochloride,"InChI=1S/C6H14N4O2.ClH/c7-4(5(11)12)2-1-3-10-6(8)9;/h4H,1-3,7H2,(H,11,12)(H4,8,9,10);1H/t4-;/m0./s1",KWTQSFXGGICVPE-WCCKRBBISA-N,[Cl-].N[C@@H](CCCN=C(N)N)C(O)=O.[H+],0.539730472,0.0,1,G1,210.665,-4.4316,46.634,13,3,4,7,5,78,0,0,0,0,127.72,84.07260365,-6.05e-07,186.6703177,
A-2828,sodium 3-[[4-(benzoylethylamino)-2-methylphenyl]azo]-4-hydroxynaphthalene-1-sulphonate,"InChI=1S/C26H23N3O5S.Na/c1-16-14-19(27-17(2)25(30)18-8-4-3-5-9-18)12-13-22(16)28-29-23-15-24(35(32,33)34)20-10-6-7-11-21(20)26(23)31;/h3-15,17,27-28H,1-2H3,(H,32,33,34);/q;+1/p-1/b29-23+;",RIHHHARTNPZGHI-BTCGTBLPSA-M,[Na+].CC(Nc1ccc(N\N=C\2C=C(c3ccccc3C2=O)[S]([O-])(=O)=O)c(C)c1)C(=O)c4ccccc4,-1.812900622,0.0,1,G1,511.535,1.23282,134.5406,36,8,2,10,7,178,3,0,1,4,127.76,231.099957,3.61e-06,1484.424235,
A-2833,trisodium 2-[bis(carboxylatomethyl)amino]acetate,"InChI=1S/C6H9NO6.3Na/c8-4(9)1-7(2-5(10)11)3-6(12)13;;;/h1-3H2,(H,8,9)(H,10,11)(H,12,13);;;/q;3*+1/p-3",DZCAZXAJPZCSCU-UHFFFAOYSA-K,[Na+].[Na+].[Na+].[O-]C(=O)CN(CC([O-])=O)CC([O-])=O,0.396103236,0.081151487,2,G3,257.085,-14.4499,31.461,16,7,0,10,6,74,0,0,0,0,123.63,158.4312617,-2.4e-07,198.2646625,
A-2834,"sodium 2,4-diamino-5-[(E)-2-(2-hydroxy-5-nitrophenyl)diazen-1-yl]benzene-1-sulfonate","InChI=1S/C12H11N5O6S.Na/c13-7-4-8(14)12(24(21,22)23)5-9(7)15-16-10-3-6(17(19)20)1-2-11(10)18;/h1-5,18H,13-14H2,(H,21,22,23);/q;+1/p-1",QHMUUKSTOXAOST-UHFFFAOYSA-M,[Na+].Nc1cc(N)c(cc1N=Nc2cc(ccc2O)[N+]([O-])=O)[S]([O-])(=O)=O,-0.763942094,0.0,1,G1,375.298,-1.2117,82.1672,25,10,3,13,4,126,2,0,0,2,197.33,163.1043017,3.12e-06,962.708378,
A-2838,sodium 2-sulfanylacetate,"InChI=1S/C2H4O2S.Na/c3-2(4)1-5;/h5H,1H2,(H,3,4);/q;+1/p-1",GNBVPFITFYNRCN-UHFFFAOYSA-M,[Na+].[O-]C(=O)CS,0.727399149,0.0,1,G1,114.101,-4.3299,18.86,6,3,1,4,1,30,0,0,0,0,40.13,63.62841528,0.0,46.81274391,
A-2839,"potassium 3,5,5-trimethylhexanoate","InChI=1S/C9H18O2.K/c1-7(5-8(10)11)6-9(2,3)4;/h7H,5-6H2,1-4H3,(H,10,11);/q;+1/p-1",PMTWGKHDSHSGIL-UHFFFAOYSA-M,[K+].CC(CC([O-])=O)CC(C)(C)C,0.485162372,0.0,1,G1,196.331,-1.7973,42.86,12,2,0,3,3,66,0,0,0,0,40.13,117.5371085,0.0,137.9541866,
A-2840,"sodium 2-amino-4-nitrophenol benzene-1,3-diol 2-amino-4-nitro-6-sulfobenzen-1-olate iron sodium hydride","InChI=1S/C6H6N2O6S.C6H6N2O3.C6H6O2.Fe.2Na/c7-4-1-3(8(10)11)2-5(6(4)9)15(12,13)14;7-5-3-4(8(10)11)1-2-6(5)9;7-5-2-1-3-6(8)4-5;;;/h1-2,9H,7H2,(H,12,13,14);1-3,9H,7H2;1-4,7-8H;;;/q;;;;;+1/p-1",KABLUZZLSKUJBA-UHFFFAOYSA-M,[Na].[Na+].[Fe].Nc1cc(ccc1O)[N+]([O-])=O.Nc2cc(cc(c2O)[S]([O-])(=O)=O)[N+]([O-])=O.Oc3cccc(O)c3,-0.994056687,0.020350275,3,G5,599.243,-1.6122,121.836,37,13,6,19,3,191,3,0,0,3,276.44,263.7709772,-4.69e-07,1313.772995,
A-2843,disodium 7-anilino-4-hydroxy-3-({2-methoxy-5-methyl-4-[(4-sulfonatophenyl)diazenyl]phenyl}diazenyl)naphthalene-2-sulfonate,"InChI=1S/C30H25N5O8S2.2Na/c1-18-14-26(27(43-2)17-25(18)33-32-21-8-11-23(12-9-21)44(37,38)39)34-35-29-28(45(40,41)42)16-19-15-22(10-13-24(19)30(29)36)31-20-6-4-3-5-7-20;;/h3-17,31,34H,1-2H3,(H,37,38,39)(H,40,41,42);;/q;2*+1/p-2/b33-32?,35-29+;;",FXQXWRHUUBSXMQ-DFLIUALPSA-L,[Na+].[Na+].COc1cc(N=Nc2ccc(cc2)[S]([O-])(=O)=O)c(C)cc1N\N=C/3C(=O)c4ccc(Nc5ccccc5)cc4C=C3[S]([O-])(=O)=O,-2.045401474,0.0,1,G1,691.655,-0.37478,165.5413,47,13,2,17,9,230,4,0,1,5,201.84,314.8680036,3e-06,2123.52051,
A-2845,"disodium 5-benzamido-4-hydroxy-3-[(E)-2-[2-(2-methylphenoxy)phenyl]diazen-1-yl]naphthalene-2,7-disulfonate","InChI=1S/C30H23N3O9S2.2Na/c1-18-9-5-7-13-24(18)42-25-14-8-6-12-22(25)32-33-28-26(44(39,40)41)16-20-15-21(43(36,37)38)17-23(27(20)29(28)34)31-30(35)19-10-3-2-4-11-19;;/h2-17,32H,1H3,(H,31,35)(H,36,37,38)(H,39,40,41);;/q;2*+1/p-2/b33-28+;;",DBWPJEFEDHFXDH-RAHJWFRPSA-L,[Na+].[Na+].Cc1ccccc1Oc2ccccc2N\N=C/3C(=O)c4c(NC(=O)c5ccccc5)cc(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O,-2.050671467,0.0,1,G1,677.624,-1.49778,159.5578,46,11,2,16,8,224,4,0,1,5,194.19,308.5827478,2.88e-06,2103.106551,
A-2848,"octasodium 7,7'-[(2,2'-disulphonato[1,1'-biphenyl]-4,4'-diyl)bis[imino(6-chloro-1,3,5-triazine-4,2-diyl)imino[2-(carbamoylamino)]-4,1-phenylene]azo]]bis(naphthalene-1,3,6-trisulphonate)","InChI=1S/C52H38Cl2N18O26S8.8Na/c53-45-63-49(57-23-3-7-33(35(13-23)61-47(55)73)69-71-37-19-31-21(11-43(37)105(93,94)95)9-27(99(75,76)77)17-41(31)103(87,88)89)67-51(65-45)59-25-1-5-29(39(15-25)101(81,82)83)30-6-2-26(16-40(30)102(84,85)86)60-52-66-46(54)64-50(68-52)58-24-4-8-34(36(14-24)62-48(56)74)70-72-38-20-32-22(12-44(38)106(96,97)98)10-28(100(78,79)80)18-42(32)104(90,91)92;;;;;;;;/h1-20H,(H3,55,61,73)(H3,56,62,74)(H,75,76,77)(H,78,79,80)(H,81,82,83)(H,84,85,86)(H,87,88,89)(H,90,91,92)(H,93,94,95)(H,96,97,98)(H2,57,59,63,65,67)(H2,58,60,64,66,68);;;;;;;;/q;8*+1/p-8",WAPHSRMHUOCGQE-UHFFFAOYSA-F,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3ccc(c4ccc(Nc5nc(Cl)nc(Nc6ccc(N=Nc7cc8c(cc(cc8[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc7[S]([O-])(=O)=O)c(NC(N)=O)c6)n5)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n2)ccc1N=Nc9cc%10c(cc(cc%10[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc9[S]([O-])(=O)=O,-1.498168281,0.0,1,G1,1834.274,-18.612,353.9326,114,40,8,62,23,554,10,0,0,10,742.74,830.3805356,5.51e-06,6185.091349,
A-2849,lithium(1+) ion chloride,InChI=1S/ClH.Li/h1H;/q;+1/p-1,KWGKDLIKAYFUFQ-UHFFFAOYSA-M,[Li+].[Cl-],1.134397972,0.079992054,2,G3,42.394,-5.992,0.0,2,0,0,2,0,8,0,0,0,0,0.0,31.81913654,0.0,2.0,
A-2850,2-piperidin-2-ylethanol,"InChI=1S/C7H15NO/c9-6-4-7-3-1-2-5-8-7/h7-9H,1-6H2/p+1/t7-/m0/s1",PTHDBHDZSMGHKF-ZETCQYMHSA-O,OCC[C@@H]1CCCC[NH2+]1,0.642748355,0.0,1,G1,130.211,-0.5153,36.1342,9,1,2,2,2,54,0,1,1,1,36.84,56.2671685,2.077860755,66.56151495,
A-2851,"2-amino-2-(hydroxymethyl)propane-1,3-diol hydrochloride","InChI=1S/C4H11NO3.ClH/c5-4(1-6,2-7)3-8;/h6-8H,1-3,5H2;1H",QKNYBSVHEMOAJP-UHFFFAOYSA-N,[H+].[Cl-].NC(CO)(CO)CO,0.551414915,0.0,1,G1,157.597,-5.2227,29.2878,9,4,4,5,3,58,0,0,0,0,86.71,61.19456095,-2.45e-07,63.25838097,
A-2853,calcium 2-sulfanidylacetate,"InChI=1S/C2H4O2S.Ca/c3-2(4)1-5;/h5H,1H2,(H,3,4);/q;+2/p-1",QVCFQEFEMBCIOI-UHFFFAOYSA-M,[Ca++].[O-]C(=O)CS,-0.383898135,0.0,1,G1,131.189,-1.7147,24.614,6,3,1,4,1,30,0,0,0,0,40.13,71.33078365,0.0,46.81274391,
A-2855,sodium 2-methylprop-2-ene-1-sulfonate,"InChI=1S/C4H8O3S.Na/c1-4(2)3-8(5,6)7;/h1,3H2,2H3,(H,5,6,7);/q;+1/p-1",SZHIIIPPJJXYRY-UHFFFAOYSA-M,[Na+].CC(=C)C[S]([O-])(=O)=O,0.519421508,0.0,1,G1,158.154,-2.8883,29.3782,9,3,0,5,2,48,0,0,0,0,57.2,77.18650997,0.0,181.9894287,
A-2856,dipotassium O-[(sulfonatoperoxy)sulfonyl]oxidanidolate,"InChI=1S/2K.H2O8S2/c;;1-9(2,3)7-8-10(4,5)6/h;;(H,1,2,3)(H,4,5,6)/q2*+1;/p-2",USHAGKDGDHPEEY-UHFFFAOYSA-L,[K+].[K+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O,-0.653730142,0.0,1,G1,270.322,-8.137,21.5644,12,8,0,12,3,62,0,0,0,0,132.86,154.0511039,-4.05e-07,251.01955,
A-2857,(2S)-2-hydroxy-3-(phenylamino)propane-1-sulfonate,"InChI=1S/C9H13NO4S/c11-9(7-15(12,13)14)6-10-8-4-2-1-3-5-8/h1-5,9-11H,6-7H2,(H,12,13,14)/p-1/t9-/m0/s1",CLEVULOKVPBHCU-VIFPVBQESA-M,O[C@@H](CNc1ccccc1)C[S]([O-])(=O)=O,0.11878449,0.0,1,G1,230.265,0.0046,55.5027,15,5,2,6,5,84,1,0,0,1,89.46,88.49896141,2.381374734,389.8331882,
A-2858,"2-[2-[4-[(2-cyanoethyl)methylamino]phenyl]vinyl]-1,3,3-trimethyl-3H-indolium dihydrogen phosphate","InChI=1S/C23H26N3.H3O4P/c1-23(2)20-8-5-6-9-21(20)26(4)22(23)15-12-18-10-13-19(14-11-18)25(3)17-7-16-24;1-5(2,3)4/h5-6,8-15H,7,17H2,1-4H3;(H3,1,2,3,4)/q+1;/p-1",XVIVSJJRGUZEAO-UHFFFAOYSA-M,CN(CCC#N)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.O[P](O)([O-])=O,-0.93040182,0.0,1,G1,441.468,3.19528,121.3395,31,4,2,8,5,164,2,0,1,3,110.63,183.0032768,6.14e-07,1054.709663,
A-2859,"sodium 3-[2-heptyl-3-(2-hydroxyethyl)-2,3-dihydro-1H-imidazol-1-yl]propanoate","InChI=1S/C15H28N2O3.Na/c1-2-3-4-5-6-7-14-16(9-8-15(19)20)10-11-17(14)12-13-18;/h10-11,14,18H,2-9,12-13H2,1H3,(H,19,20);/q;+1/p-1",YIJNRGGQSJNTGE-UHFFFAOYSA-M,[Na+].CCCCCCCC1N(CCO)C=CN1CCC([O-])=O,0.212706758,0.0,1,G1,306.382,-2.1019,76.4258,21,5,1,6,11,116,0,0,1,1,66.84,149.836063,4e-06,313.2938552,
A-2860,tetrasodium 2-({2-[bis(carboxylatomethyl)amino]ethyl}(carboxylatomethyl)amino)acetate,"InChI=1S/C10H16N2O8.4Na/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;;;;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);;;;/q;4*+1/p-4",UEUXEKPTXMALOB-UHFFFAOYSA-J,[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.118989877,0.032228995,2,G3,380.172,-19.394,52.908,24,10,0,14,11,114,0,0,0,0,167.0,227.0200193,-3.01e-07,331.0544192,
A-2863,chromium(3+) ion trifluoride,InChI=1S/Cr.3F,QZEZRQVFRMLNPK-UHFFFAOYSA-N,[F].[F].[F].[Cr],-0.338416648,0.225994732,3,G5,108.99,1.2581,3.324,4,0,0,4,0,27,0,0,0,0,0.0,32.42797965,0.0,3.245112498,
A-2868,sodium bis[2-[[5-(aminosulphonyl)-2-hydroxyphenyl]azo]-3-oxo-N-phenylbutyramidato(2-)]cobaltate(1-),"InChI=1S/2C16H16N4O5S.Co.Na/c2*1-10(21)15(16(23)18-11-5-3-2-4-6-11)20-19-13-9-12(26(17,24)25)7-8-14(13)22;;/h2*2-9H,1H3,(H5,17,18,19,20,21,22,23,24,25);;/q;;+3;+1/p-4",GOMMRZOFKXWNAB-UHFFFAOYSA-J,[Na+].[Co+3].CC(=O)/C(=N/Nc1cc(ccc1[O-])[S](N)(=O)=O)C(=O)[N-]c2ccccc2.CC(=O)/C(=N/Nc3cc(ccc3[O-])[S](N)(=O)=O)C(=O)[N-]c4ccccc4,-2.208470112,0.0,1,G1,830.679,-1.0055,186.9358,54,14,4,22,12,278,4,0,0,4,311.7,341.6277417,5.21e-07,2118.120166,
A-2870,1-ethyl-1-methylpyrrolidin-1-ium bromide,"InChI=1S/C7H16N.BrH/c1-3-8(2)6-4-5-7-8;/h3-7H2,1-2H3;1H/q+1;/p-1",KHJQQUGSPDBDRM-UHFFFAOYSA-M,[Br-].CC[N+]1(C)CCCC1,1.410187143,0.0,1,G1,194.116,-1.7493,35.6934,9,0,0,2,1,56,0,1,1,1,0.0,68.40557983,6.4e-07,76.98533617,
A-2871,potassium benzoate,"InChI=1S/C7H6O2.K/c8-7(9)6-4-2-1-3-5-6;/h1-5H,(H,8,9);/q;+1/p-1",XAEFZNCEHLXOMS-UHFFFAOYSA-M,[K+].[O-]C(=O)c1ccccc1,0.48726735,0.0,1,G1,160.213,-2.9459,30.7725,10,2,0,3,1,46,1,0,0,1,40.13,101.6746658,8.1e-07,208.1059085,
A-2872,1-benzyl-3-carbamoylpyridin-1-ium chloride,"InChI=1S/C13H12N2O.ClH/c14-13(16)12-7-4-8-15(10-12)9-11-5-2-1-3-6-11;/h1-8,10H,9H2,(H-,14,16);1H",XLYNVJJFQHWCEU-UHFFFAOYSA-N,[Cl-].NC(=O)c1ccc[n+](Cc2ccccc2)c1,0.293610373,0.0,1,G1,248.713,-1.8747,60.6989,17,1,1,4,3,88,2,0,0,2,46.97,106.3025071,1.44e-06,499.782466,
A-2874,sodium oxidooxy-oxoborane hydrate,InChI=1S/BHO3.Na.H2O/c2-1-4-3;;/h3H;;1H2/q;+1;/p-1,MDGXUEVTGARGDK-UHFFFAOYSA-M,O.[Na+].[O-]OB=O,-0.823100201,0.0,1,G1,99.814,-5.5777,11.1393,6,3,0,6,1,30,0,0,0,0,80.86,57.3051837,-4.5e-08,21.509775,
A-2876,Chromic phosphate,"InChI=1S/Cr.H3O4P/c;1-5(2,3)4/h;(H3,1,2,3,4)/q+3;/p-3",IKZBVTPSNGOVRJ-UHFFFAOYSA-K,[Cr+3].[O-][P]([O-])([O-])=O,0.48599564,0.0,1,G1,146.966,-2.8271,7.6065,6,4,0,6,0,35,0,0,0,0,86.25,45.18013384,0.0,53.6836744,
A-2879,"disodium 2-amino-4,6-dinitrophenol 4-nitroaniline 8-{2-[(1E)-2-oxido-4-oxocyclohexa-2,5-dien-1-ylidene]hydrazin-1-yl}-3,6-disulfonaphthalen-1-olate iron","InChI=1S/C16H12N2O9S2.C6H5N3O5.C6H6N2O2.Fe.2Na/c19-9-1-2-12(14(20)5-9)17-18-13-6-10(28(22,23)24)3-8-4-11(29(25,26)27)7-15(21)16(8)13;7-4-1-3(8(11)12)2-5(6(4)10)9(13)14;7-5-1-3-6(4-2-5)8(9)10;;;/h1-7,18,20-21H,(H,22,23,24)(H,25,26,27);1-2,10H,7H2;1-4H,7H2;;;/q;;;;2*+1/p-2/b17-12+;;;;;",VKGDLXPXGUTJRE-JEZQZZQZSA-L,[Na+].[Na+].[Fe].Nc1ccc(cc1)[N+]([O-])=O.Nc2cc(cc(c2O)[N+]([O-])=O)[N+]([O-])=O.OC/3=CC(=O)C=CC3=N/Nc4cc(cc5cc(cc(O)c45)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.307546525,0.112511025,3,G5,877.468,-3.3244,180.7925,56,20,6,28,7,286,4,0,1,5,398.01,368.321478,9.34e-07,2497.270492,
A-2880,"octasodium 2,2'-{1,4-phenylenebis[imino(6-chloro-1,3,5-triazine-4,2-diyl)imino(8-hydroxy-3,6-disulfonatonaphthalene-7,1-diyl)diazene-2,1-diyl]}dinaphthalene-1,5-disulfonate","InChI=1S/C52H34Cl2N14O26S8.8Na/c53-47-59-49(63-51(61-47)57-41-37(99(83,84)85)17-21-15-25(95(71,72)73)19-33(39(21)43(41)69)67-65-31-13-11-27-29(45(31)101(89,90)91)3-1-5-35(27)97(77,78)79)55-23-7-9-24(10-8-23)56-50-60-48(54)62-52(64-50)58-42-38(100(86,87)88)18-22-16-26(96(74,75)76)20-34(40(22)44(42)70)68-66-32-14-12-28-30(46(32)102(92,93)94)4-2-6-36(28)98(80,81)82;;;;;;;;/h1-20,69-70H,(H,71,72,73)(H,74,75,76)(H,77,78,79)(H,80,81,82)(H,83,84,85)(H,86,87,88)(H,89,90,91)(H,92,93,94)(H2,55,57,59,61,63)(H2,56,58,60,62,64);;;;;;;;/q;8*+1/p-8",ODAJTFUSCNWRHZ-UHFFFAOYSA-F,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Oc1c(Nc2nc(Cl)nc(Nc3ccc(Nc4nc(Cl)nc(Nc5c(O)c6c(cc(cc6N=Nc7ccc8c(cccc8[S]([O-])(=O)=O)c7[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc5[S]([O-])(=O)=O)n4)cc3)n2)c(cc9cc(cc(N=Nc%10ccc%11c(cccc%11[S]([O-])(=O)=O)c%10[S]([O-])(=O)=O)c19)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.634868411,0.0,1,G1,1774.214,-17.5426,340.426,110,40,6,58,20,530,11,0,0,11,672.96,807.4428038,3.92e-06,6221.166756,
A-2881,benzyldimethyltetradecylazanium chloride,"InChI=1S/C23H42N.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-18-21-24(2,3)22-23-19-16-15-17-20-23;/h15-17,19-20H,4-14,18,21-22H2,1-3H3;1H/q+1;/p-1",OCBHHZMJRVXXQK-UHFFFAOYSA-M,[Cl-].CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,-0.953121785,1.074768405,5,G4,368.049,3.9681,108.1994,25,0,0,2,15,146,1,0,0,1,0.0,163.7583175,5.76e-06,388.3390805,
A-2882,nickel(2+) difluoride,InChI=1S/2FH.Ni/h2*1H;/q;;+2/p-2,DBJLJFTWODWSOF-UHFFFAOYSA-L,[F-].[F-].[Ni++],-0.383317077,0.0,1,G1,96.689,-5.9945,0.0,3,0,0,3,0,24,0,0,0,0,0.0,26.87255631,0.0,2.754887502,
A-2887,disodium 7-benzamido-4-hydroxy-3-[(E)-2-{4-[(E)-2-(4-sulfonatophenyl)diazen-1-yl]phenyl}diazen-1-yl]naphthalene-2-sulfonate,"InChI=1S/C29H21N5O8S2.2Na/c35-28-25-15-12-23(30-29(36)18-4-2-1-3-5-18)16-19(25)17-26(44(40,41)42)27(28)34-33-21-8-6-20(7-9-21)31-32-22-10-13-24(14-11-22)43(37,38)39;;/h1-17,33H,(H,30,36)(H,37,38,39)(H,40,41,42);;/q;2*+1/p-2/b32-31?,34-27-;;",OTPBDPKSNGORHR-ATQPHANLSA-L,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(cc1)N=Nc2ccc(N\N=C\3C(=O)c4ccc(NC(=O)c5ccccc5)cc4C=C3[S]([O-])(=O)=O)cc2,-2.156676448,0.0,1,G1,675.612,-1.1831,158.9228,46,12,2,17,8,222,4,0,1,5,209.68,307.5510383,2.88e-06,2087.733012,
A-2888,sodium 7-amino-8-[(E)-2-[2-(benzenesulfonyl)phenyl]diazen-1-yl]-3-sulfonaphthalen-1-olate,"InChI=1S/C22H17N3O6S2.Na/c23-17-11-10-14-12-16(33(29,30)31)13-19(26)21(14)22(17)25-24-18-8-4-5-9-20(18)32(27,28)15-6-2-1-3-7-15;/h1-13,23-25H,(H,29,30,31);/q;+1/p-1",BGMJITJZTOJVQD-UHFFFAOYSA-M,[Na+].[O-][S](=O)(=O)C1=CC(=O)C2=C(NNc3ccccc3[S](=O)(=O)c4ccccc4)C(=N)C=CC2=C1,-2.088831676,0.0,1,G1,505.509,-0.77823,119.8571,34,9,3,12,6,168,2,0,2,4,156.32,217.9520115,3.24e-06,1523.221981,
A-2889,bis(tetrakis(hydroxymethyl)phosphanium) sulfate,"InChI=1S/2C4H12O4P.H2O4S/c2*5-1-9(2-6,3-7)4-8;1-5(2,3)4/h2*5-8H,1-4H2;(H2,1,2,3,4)/q2*+1;/p-2",YIEDHPBKGZGLIK-UHFFFAOYSA-L,OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO.[O-][S]([O-])(=O)=O,1.9675127,0.0,1,G1,406.283,-3.7316,81.001,23,12,8,15,8,144,0,0,0,0,242.1,134.4604127,-2.73e-07,293.0526362,
A-2892,potassium {[(3-methylbutyl)sulfanyl]carbonyl}sulfanide,"InChI=1S/C6H12OS2.K/c1-5(2)3-4-7-6(8)9;/h5H,3-4H2,1-2H3,(H,8,9);/q;+1/p-1",CMXOFNZFIJEFDA-UHFFFAOYSA-M,[K+].CC(C)CCOC([S-])=S,0.237889723,0.0,1,G1,202.385,-1.1151,45.37,10,3,0,4,3,54,0,0,0,0,9.23,116.1139184,0.0,95.74860596,
A-2893,N-phenyl-N-(piperidin-4-yl)propanamide,"InChI=1S/C14H20N2O/c1-2-14(17)16(12-6-4-3-5-7-12)13-8-10-15-11-9-13/h3-7,13,15H,2,8-11H2,1H3/p+1",PMCBDBWCQQBSRJ-UHFFFAOYSA-O,CCC(=O)N(C1CC[NH2+]CC1)c2ccccc2,-0.835225508,0.0,1,G1,233.335,1.1554,68.9004,17,1,1,3,3,92,1,1,1,2,36.92,102.8163268,2.211644343,357.7447761,
A-2894,sodium 2-(morpholin-4-yl)ethane-1-sulfonate,"InChI=1S/C6H13NO4S.Na/c8-12(9,10)6-3-7-1-4-11-5-2-7;/h1-6H2,(H,8,9,10);/q;+1/p-1",IRHWMYKYLWNHTL-UHFFFAOYSA-M,[Na+].[O-][S](=O)(=O)CCN1CCOCC1,0.188529745,0.0,1,G1,217.222,-4.1322,41.8232,13,5,0,7,3,72,0,1,1,1,69.67,100.473545,1.44e-06,224.7887508,
A-2896,trisodium bis[2-hydroxy-5-nitro-3-[[2-oxo-1-[(phenylamino)carbonyl]propyl]azo]benzenesulphonato(3-)]cobaltate(3-),"InChI=1S/2C16H14N4O8S.Co.3Na/c2*1-9(21)14(16(23)17-10-5-3-2-4-6-10)19-18-12-7-11(20(24)25)8-13(15(12)22)29(26,27)28;;;;/h2*2-8H,1H3,(H4,17,18,19,21,22,23,26,27,28);;;;/q;;+3;3*+1/p-6",YZBZIKJBLDYACB-UHFFFAOYSA-H,[Na+].[Na+].[Na+].[Co+3].CC(=O)\C(=N/Nc1cc(cc(c1[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c2ccccc2.CC(=O)\C(=N/Nc3cc(cc(c3[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c4ccccc4,-0.474704027,0.0,1,G1,966.605,-6.6677,193.4246,62,20,2,30,14,310,4,0,0,4,392.06,426.8164313,0.0,2430.121844,
A-2897,"disodium 4-amino-5-hydroxy-3-[(E)-2-(4-nitrophenyl)diazen-1-yl]-6-[(E)-2-phenyldiazen-1-yl]naphthalene-2,7-disulfonate","InChI=1S/C22H16N6O9S2.2Na/c23-19-18-12(11-17(39(35,36)37)21(22(18)29)27-24-13-4-2-1-3-5-13)10-16(38(32,33)34)20(19)26-25-14-6-8-15(9-7-14)28(30)31;;/h1-11,24H,23H2,(H,32,33,34)(H,35,36,37);;/q;2*+1/p-2/b26-25?,27-21+;;",HKBVRFLHNUEVRO-DWTBGCDMSA-L,[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)[N+]([O-])=O)c(cc3C=C(\C(=N/Nc4ccccc4)C(=O)c13)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.2800595,0.0,1,G1,616.501,-2.945,135.5944,41,14,2,19,7,200,3,0,1,4,249.74,276.4104841,2.94e-06,1829.144111,
A-2898,lithium(1+) ion benzoate,"InChI=1S/C7H6O2.Li/c8-7(9)6-4-2-1-3-5-6;/h1-5H,(H,8,9);/q;+1/p-1",LDJNSLOKTFFLSL-UHFFFAOYSA-M,[Li+].[O-]C(=O)c1ccccc1,0.390910622,0.0,1,G1,128.056,-2.9459,30.7725,10,2,0,3,1,46,1,0,0,1,40.13,71.04966661,8.1e-07,208.1059085,
