smiles	logS
O=C1CCCCCCCCCCOCCCCO1	-4.0179592
CC(C)CCCC(C)CC=O	-3.806483007
S=C(Nc1ccccc1)Nc1ccccc1	-3.971688427
C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CCC2=O)CC(=O)CC4	-4.054976729
CCCBr	-1.710756249
COc1ccc(Cl)cc1	-2.779325494
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO	-3.203737155
CNC(=O)N(c1ccccc1)c1ccccc1	-2.983946158
Nc1ccccc1-c1ccccc1	-2.861113735
O=P(OCCCl)(OCCCl)OCC(CCl)(CCl)COP(=O)(OCCCl)OCCCl	-3.400175355
O=C(O)C1CCC(C(=O)O)CC1	-0.872370724
CCc1cccc2c(CCO)c[nH]c12	-1.91532641
C=CC(C)(CCC=C(C)C)OC(C)OCC	-3.976401784
O=C(c1ccccc1)c1ccccc1	-3.882202908
CCCC(=O)OC(C)C1CCCCC1	-3.920758898
CCC1(CC=C2CCCc3cc(OC)ccc32)C(=O)CCC1O	-4.122768724
CCC(C)c1ccccc1	-3.758607848
CC(=O)OC(C)(C)C1CC=C(C)CC1	-3.931170339
C=CC(C)(O)CC/C=C(\C)CCC=C(C)C	-3.985352266
C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C	-4.043662925
Nc1ccc(C(F)(F)F)cc1	-2.847330143
C=C(C)C(=O)OCCOCCOCCCC	-2.015948507
Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1	-3.179502969
CC(=O)c1cccc2ccccc12	-2.884634649
CC(C)c1ccc(N)cc1	-1.785831196
COc1ccc(N)cc1	-0.748029368
CCCCCO	-0.602799636
COc1ccc([N+](=O)[O-])cc1N	-1.883279356
C=CCOC(=O)C(=C)C	-1.758481787
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I	-3.314476262
CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O	-4.012782104
CC(C)CCOCCc1ccccc1	-3.933735783
O=Cc1c(O)ccc2ccccc12	-3.89356759
Nc1nc(N)c(N=O)c(N)n1	-3.845472951
Cl/C=C\CCl	-1.706753006
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	-6.667295084
COCc1ccc(O)c(OC)c1	-1.893447681
CCCCCC1COCCC1OC(C)=O	-2.998795888
Nc1ccc(N=Nc2ccccc2)c(N)c1	-2.997665561
COc1ccc(O)c(C(C)(C)C)c1	-2.927488442
C1CC(N2CCOCC2)CCN1	-2.902722822
CCO[Si](CC(C)C)(OCC)OCC	-3.016846171
O=Cc1cc(O)c(O)c([N+](=O)[O-])c1	-1.937833911
CCOC(=O)C(C)(C)c1ccccc1	-3.045838317
Cc1ccc(N)c([N+](=O)[O-])c1	-1.860061225
S=C=S	-1.559422096
COC(=O)c1ccccc1	-1.811798351
CCCCCCCC(OC)OC	-2.918005419
C1CNCCNCCNCCN1	-0.031020416
C=CCCCCCCCCC=O	-3.8931862
CN1C(C)(C)CC(OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)N(C)C(C)(C)C2)CC1(C)C	-4.611221235
CC(C)Cc1ccc(C(C)C(=O)O)cc1	-3.992248355
CCNc1nc(NC(C)C)nc(SC)n1	-3.047039957
COc1cccc(C(C)=O)c1	-1.869107387
c1ccc2[nH]cnc2c1	-1.769197233
O=c1[nH]c(=O)[nH]c(=O)[nH]1	-1.807646076
O=c1[nH]c2ccccc2n1CCCCl	-3.020394269
Clc1ccccn1	-0.754145669
Oc1cc(Cl)ccc1Cl	-1.911165602
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC	-3.329074326
[As]	-2.573579366
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1	-4.225003779
C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C	-4.226234297
Cc1cc(O)ccc1C(C)C	-2.854511354
COC1CC(C)CCC1C(C)C	-3.930174451
CC1=CCC2C(C1)C2(C)C	-4.670405271
O=C1CC/C=C\CCCCCCCCCC1	-4.883187113
O=[Zn]	-4.448167715
Cc1ccccc1Oc1ccccc1C	-4.843927714
CC(C)c1cccc2ccccc12	-4.782393555
CCC(Cc1ccc(C)cc1)(C(=O)c1ccc(N2CCOCC2)cc1)N(C)C	-5.133233152
COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-]	-4.987825809
Nc1nc(N)nc(N)n1	-4.975513502
O=[N+]([O-])c1ccccc1-c1ccc(Cl)cc1	-4.937209456
CC(=O)C1(C)CC2=C(CCCC2(C)C)CC1C	-4.941791315
Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl	-5.045264286
CCCCCCOC(=O)CCCCC(=O)OCCCCCC	-5.082600349
CC(=O)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2	-5.022602512
CCCCC(CC)CCCCCC(C)CCCC(=O)O	-5.056117837
C#CC(C)(O)CCCC(C)CCCC(C)C	-4.953059619
FC(F)=C(F)OC(F)(F)C(F)(F)F	-4.954296793
C=C(C)CC(C)(C)C	-4.688326948
c1ccc(Nc2ccccc2)cc1	-5.087662615
CC(C)(C)OOC(C)(C)C#CC(C)(C)OOC(C)(C)C	-5.114568529
CCCCCCC(CCCC)C(=O)O	-4.959305967
CCCCC(CC)COC(=O)c1ccc(N)cc1	-5.054393659
CCCCOC(=O)CCC(C)(OOC(C)(C)C)OOC(C)(C)C	-5.189881345
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21	-5.023776406
Clc1ccccc1C(Cl)(Cl)Cl	-5.043933097
CCCCCCCCCCOC(C)=O	-4.985758302
C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	-5.308746093
CCCCC(C#N)c1ccccc1	-3.662354453
FC(F)(F)C(Cl)(Cl)Cl	-4.333192393
CC(C)CCCCCCCCCCO	-5.000794033
CCOc1ccccc1NC(=O)c1cc2ccccc2cc1O	-5.186601809
CC(C)OC(=O)CCCCCCCCC(=O)OC(C)C	-5.155961214
CCCCCCOC(=O)c1ccccc1O	-5.045878208
CCCCCCC(O)CCCCCCCCCCCO	-5.156094631
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl	-5.089686144
CCN(CCCl)c1ccc(C=O)cc1	-3.033448375
CCC(=O)OCCC(C)C	-2.870073641
C=C[C@]1(C)CC[C@@H](C(C)(C)O)C[C@H]1C(=C)C	-3.059278372
C=CC(O)CCCCC	-1.821931715
FC(F)=C(F)C(F)(F)F	-2.888798283
CC[C@]12CC[C@@H]3c4ccc(OC)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	-4.875700653
CC(C)(C1CCC(O)CC1)C1CCC(O)CC1	-3.097609749
COCCOCCO[Si](CCCOCC1CO1)(OCCOCCOC)OCCOCCOC	1.582313338
CC(F)(F)Cl	-1.723390854
COC(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1	-2.073729924
FCF	-1.437441792
CC(CN/C=C1/C=CC=CC1=O)N/C=C1/C=CC=CC1=O	-3.172023424
CC(C)Oc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1	-4.171445785
C[Si](C)(C)C	-3.653340518
O=C1c2ccccc2C(=O)c2c1ccc1[nH]c(-c3cc(Cl)c(-c4nc5c6c(ccc5[nH]4)C(=O)c4ccccc4C6=O)cc3Cl)nc21	-4.524775941
CC(=O)OCCC(C)CC(C)(C)C	-3.989167832
O=C(Cl)c1ccc(C(=O)Cl)cc1	-4.028793779
C=C(C)C(=O)OCC1CCCO1	-0.952455004
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CCC2=O	-3.156500662
C=C(C)C(=O)OCc1ccccc1	-2.968204541
CCOC(=O)OCC	-0.798209708
C/C=C/C(=O)C1=C(C)C=CCC1(C)C	-3.005248988
O=[N+]([O-])c1ccc(Cl)cc1Cl	-3.009145641
C=C(C)[C@H]1CC=C(C)C(=O)C1	-1.90265366
CCCCCCCCP(=O)(O)O	-3.014809552
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC(O)[C@@H]12	-2.213096942
COc1cc(Cl)c(OC)cc1N	-3.006121292
CCCC(=O)OCCC(C)C	-2.932852123
O=S(=O)(O)CCCNC1CCCCC1	-3.080206763
CCCCC/C(C=O)=C/c1ccccc1	-3.046658418
ClCCCBr	-1.940151412
OC(O)C(Cl)(Cl)Cl	1.037167298
O=C(O)c1cc(O)cc(C(=O)O)c1	-2.005111367
CC(C)OC(=O)CCCCC(=O)OC(C)C	-3.107028976
CCCCCC1(C)CCC(C)(C)C1=O	-4.016533711
OC1CCCCCCCCCCC1	-3.989117726
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	-4.287064023
CC1(C)CNCC(C)(C)C1OC(=O)CCCCCCCCC(=O)OC1C(C)(C)CNCC1(C)C	-4.40774699
C=CC(C)CCCC(C)(C)OC(C)=O	-4.030164126
CC(C)COC(=O)C1CCCCC1C(=O)OCC(C)C	-4.19123514
C=CC(=O)OC1CC(C)CC(C)(C)C1	-4.030447085
O=C(c1ccccc1)C1CCCCC1	-4.014709735
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl	-4.376704974
Clc1cccc(Cl)c1Cl	-4.003482074
COC(=O)c1c(C)cc(O)c(C)c1O	-4.037430925
CC1=CCC(O)(C(C)C)CC1	-1.94099707
COc1ccc(OC)c([N+](=O)[O-])c1	-3.01732508
CCCCNC(=O)OCC#CI	-3.203337363
O=c1nc([N+](=O)[O-])[nH][nH]1	-0.87862532
Cc1cc2[nH]c(=O)[nH]c2cc1N	-1.977138482
CC(C)(C)OOC(C)(C)C	-2.93204037
CCOC(=O)/C=C/c1ccccc1	-3.013046764
O=c1[nH]sc2ccccc12	-1.947289546
CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1	-4.193381143
CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C	-4.097612213
CCCCC(CC)C(=O)OOC(C)(C)CC	-4.116871778
COC1(OC)CCCCCCCCCCC1	-4.125654352
S=c1[nH]nc(SSc2n[nH]c(=S)s2)s1	-3.252213315
CCCCCCCC(C)=O	-2.930311379
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	-3.040285322
O=[N+]([O-])c1cc(O)ccc1NCCCO	-2.11058971
CCCCCC1CC(=O)C=C(C)C1C(=O)OCC	-3.187166345
Cc1ccccc1C	-2.81916776
Cc1ccc(C)cc1	-2.81916776
O=C1NC(=O)C2=C1CCCC2	-1.974517726
CC(C)C(=O)OCCc1ccccc1	-3.079764438
CC(=O)/C=C/C1=C(C)CCCC1(C)C	-3.079863818
CCCCCCCCCCN(C)C	-4.045287835
CCOC(=O)CCSP(=S)(OC(C)C)OC(C)C	-4.274778498
O=CCC/C=C1\CC2CC1C1CCCC21	-4.090187913
CCCCCCC(C)(C)S	-3.990160109
CC(C)=CCCC(C)CCOC=O	-4.055960832
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl	-4.365622838
CCCCCCCCC(C)C=O	-4.027084465
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O	-4.154195657
CN1COCN=C1N[N+](=O)[O-]	-1.002292328
O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O	-1.229848644
Cc1ccc(C)c(O)c1C	-1.935500888
Cc1cccc(C)c1	-2.832869038
CCCCCCCC(=O)NCC(=O)O	-2.111537593
CC(=O)OC1C2(C)CCC(C2)C1(C)C	-3.874596884
O=[Si]=O	-3.602667578
O=C(N[C@H](C(=O)O)C1CCCCC1)OCc1ccccc1	-3.285433603
C=CC(C)(O)/C=C/C1=C(C)CCCC1(C)C	-3.164147933
CCCCCC#CC(=O)OC	-3.009132774
Cc1cccc([N+](=O)[O-])c1C	-3.003359989
O=C(Oc1ccccc1)c1ccccc1O	-3.154768756
CC(=O)OCCC(C)CCC=C(C)C	-4.09593873
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	-4.197937601
O=C(Cc1ccccc1)OCCc1ccccc1	-4.188747793
C=CC(=O)OCC(CC)(COCC(CC)(COC(=O)C=C)COC(=O)C=C)COC(=O)C=C	-4.492785524
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O	-2.451419462
CCCCCCCC(=O)O	-3.200000781
CC(C)c1ccc(C#N)cc1	-2.988795303
C=CCOC(=O)c1ccccc1C(=O)OCC=C	-3.221135687
NC(=Nc1ccccc1)Nc1ccccc1	-2.157516386
CC(C)(C)S	-1.787845868
CC1CC(O)CC(C)(C)C1	-1.991659848
CN(C)c1ccccc1	-1.922073697
COc1cc([N+](=O)[O-])c(OC)cc1Cl	-3.179312365
O=C/C=C/c1ccccc1	-1.968818258
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	-3.403685043
CC12CCCC(C)(CC1)C2=NO	-3.074152207
CC(=O)Nc1ccc(O)cc1	-1.033323213
C/C=C/C(=O)C1C(C)=CCCC1(C)C	-3.137855765
Cc1cc([N+](=O)[O-])ccc1N	-3.036152484
CCCCCCCCCO	-3.013011871
CCCOC(=O)C1CCCCC1C(=O)OCCC	-3.262691733
Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O	-4.332499462
O=C1CCCCCCCCCCCC(=O)OCCO1	-4.261695179
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1	-4.239393124
C=C/C(C)=C/CC=C(C)C	-3.972930257
CC(CC(=O)OOC(C)(C)C)CC(C)(C)C	-4.210096102
Nc1nc(N)nc(Nc2nc(N)nc(N)n2)n1	-4.225336978
CCCCOC(=O)CSCSCC(=O)OCCCC	-4.343077858
COC(=O)C1CC2(C(C)C)C=CC1(C)CC2	-4.200866126
CC1CCCCC1	-3.845934801
CC(C)(OO)c1ccccc1	-1.039379878
O=C(OCC1CCC2OC2C1)C1CCC2OC2C1	-1.26048469
COC(=O)OC	0.185260351
C=C(C)C(=O)OC1CCCCC1	-3.088564823
CCC(=O)OCCc1ccccc1	-3.117444335
CCCC(=O)OCc1ccccc1	-3.117444335
CC(=O)Nc1ccc(N)c(S(=O)(=O)O)c1	-1.231856439
NOS(=O)(=O)O	0.07528272
CC/C=C/CCOC(=O)OC	-3.069830648
C1=CC2CCC1C2	-2.847721205
Cc1ccc([N+](=O)[O-])c(C)c1	-3.055599607
O=C(O)CSc1nc2ccccc2s1	-3.228897985
CC(C)(C)c1ccc(CCC=O)cc1	-3.158832906
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	-2.207649723
CC1(C)CC(N(C=O)CCCCCCN(C=O)C2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1	-1.539955769
NNC(N)=S	-0.845760907
CCCCC(CC)C1OCCO1	-3.119596868
CCC(C)(C)OOC(C)(C)CC	-4.100435339
CCC(=O)/C=C/C1=C(C)CCCC1(C)C	-4.187455475
CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C	-4.333139569
CCC(=O)OC1CCC(C(C)C)CC1	-4.173484214
CCCCCCCC[Si](OC)(OC)OC	-4.246128199
CCC1(C)OOC(C)(CC)OOC(C)(CC)OO1	-4.304855444
O[C@]12COC(c3ccccc3)O[C@@H]1[C@H]1OC(c3ccccc3)OC[C@H]1O2	-4.437962659
CCOC(=O)C1=NN(c2ccccc2)C(=O)C1	-3.255345443
C=CCCCCCC=O	-1.997252193
O=C(O)C(c1ccccc1)c1ccccc1	-3.223039886
CC(C)OC(=O)Cl	-0.988291129
C=C(OC(C)=O)c1ccccc1	-2.113595388
CCOC(=O)CC1(C)OCC(C)O1	-2.179887223
Clc1cccc(Cl)c1	-3.072159801
Cc1ccccc1CCO	-1.042878011
Oc1ccc(Cl)c(O)c1	-1.070567643
C=C1C(O)CC2CC1C2(C)C	-2.09612479
CC(C)C1CCC(O)CC1	-2.068094275
O=[N+]([O-])c1ccc(Cl)c(Cl)c1	-3.20051812
C=CC(=O)OCCCOCC(COCCCOC(=O)C=C)OCCCOC(=O)C=C	-2.552747282
CC(=O)Nc1ccc(S(=O)(=O)CCO)cc1	-2.306932302
C#C	-1.336426377
CCC(=O)c1ccccc1	-2.048500068
CC(C)(C)c1ccc(C=O)cc1	-3.130955276
Nc1ccc2cc(S(=O)(=O)O)ccc2c1	-3.269616058
CCC(=O)CCC1C(C)=CCCC1(C)C	-4.321905689
CCCCC(CC)CO[N+](=O)[O-]	-4.146693491
CCOC1CC(C)CC(C)(C)C1	-4.134294434
C=CC(=O)OCCCCCC(C)C	-4.170655466
O=C1c2ccccc2C(=O)N1SC1CCCCC1	-4.323794172
Cc1cc(C)c(S(=O)(=O)NC2CCCCC2)c(C)c1Nc1ccc(Nc2c(C)cc(C)c(S(=O)(=O)NC3CCCCC3)c2C)c2c1C(=O)c1ccccc1C2=O	-4.818703465
Cc1cc(C(C)(C)C)c(O)c(C)c1CC#N	-4.257902463
CCOP(=O)(Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)OCC	-4.472808844
CC(C)=CCCC(C)CC#N	-3.104157036
CC(=O)Oc1ccccc1[N+](=O)[O-]	-2.185523911
CCOc1cc(NC(=O)c2ccccc2)c(OCC)cc1N	-2.405757197
S=c1[nH]c2ccccc2s1	-3.151504892
O=C1CCN(c2ccccc2)N1	-1.144823301
Cc1ccccc1CCl	-3.081326924
C=C(C)c1ccccc1	-3.008082322
C=CCc1ccc(O)c(OC)c1	-2.153177924
Fc1cccc(F)c1	-2.000357955
CC/C=C\CCOC(=O)C(C)C	-3.174187371
Cc1cc(C)c(S(=O)(=O)O)c(C)c1Nc1ccc(Nc2c(C)cc(C)c(S(=O)(=O)O)c2C)c2c1C(=O)c1ccccc1C2=O	-2.820609377
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C	-3.265342251
CC(C)(c1ccc(OCCO)cc1)c1ccc(OCCO)cc1	-3.451790553
CC(C)NC(C)C	0.036242214
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	-2.722438715
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C	-4.383890265
C=C(C)C(=O)OCCOC(=O)NCCC(C)CC(C)(C)CNC(=O)OCCOC(=O)C(=C)C	-4.619923834
CCC(CC)CC1(C(=O)O)CCCCC1	-4.281694517
CCCCOC(=O)/C=C/C(=O)OCCCC	-4.313551537
C=C(C)C(=O)OCCOC(=O)C(=C)C	-2.261313265
O=C(OCc1ccccc1)c1ccc(O)cc1	-3.324981323
N#C/C=C/c1ccccc1	-2.082970342
Nc1cccc(S(=O)(=O)CCOS(=O)(=O)O)c1	-1.423880849
CC(=O)/C=C/C1C(C)=CCCC1(C)C	-3.258677936
CCOC=O	0.151494188
Nc1cc(S(=O)(=O)O)ccc1C(=O)O	-1.315674521
NCCc1ccc(O)cc1	-1.116107831
CCCCOCCOC(=O)c1ccccc1	-3.322422536
COc1cc([N+](=O)[O-])ccc1N	-3.204512738
S=[Zn]	-2.967623739
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O	-1.469072537
Oc1cc(F)c(F)c(F)c1	-0.153609692
CCCCCC(=O)O	-1.052219379
CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC	-3.545270972
CC(=O)OCC1CCC(C)=CC1C	-3.250398558
CCCCC(CC)COC(=O)CC#N	-3.286478485
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O	-1.539016442
Nc1ccc(Cc2ccc(N)cc2)cc1	-2.292933442
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2	-3.332762335
CCCCCCCCC=O	-3.148706476
NCc1ccco1	1.012704742
OCC(F)(F)F	0.999830658
C[Si]1O[Si](C)O[Si](C)O[Si](C)O[Si](C)O1	0.52929557
CCOCCOCCOC(C)=O	0.75396452
C=C[Si](OC(=C)C)(OC(=C)C)OC(=C)C	0.645223339
OCCCCO	1.045169179
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1	0.652738306
OCC(O)CO	1.035768663
CC/C(C)=N/O[Si](C)(O/N=C(\C)CC)O/N=C(\C)CC	-0.479234017
OO	0.468342293
Cc1ccc(C(=O)O)c(O)c1	-1.182269102
O=C(O)c1cc([N+](=O)[O-])ccc1O	-2.262733408
Cc1ccc([N+](=O)[O-])cc1C	-3.179451248
ClCc1ccccc1Cl	-3.20690949
N#CCc1ccccc1	-3.068746
Cc1cc(Cc2cc(C)c(O)c(C)c2)cc(C)c1O	-3.408824851
CCCCCCCCCCCCOS(=O)(=O)c1ccccc1	-3.543437239
CCCCCCCCCCCCCO	-3.301824028
CCOC(=O)OC1CCCCC1C(C)(C)C	-4.321140283
CCCCCC(=O)OC(=O)CCCCC	-4.296805043
CCCCCCCCCC(C)=O	-4.20182067
CC(C)(C)OOC(C)(C)c1ccccc1	-4.29093415
CC(C)CCCCCOC(=O)CS	-4.285036897
C=CCCCCC=C	-4.02327315
CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C	-4.297335855
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl	-4.46171607
CCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C	-4.566614238
O=C1C=Cc2ccccc2/C1=N/Nc1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1	-4.65844166
CCCCCCCCCCCCO	-4.984746451
Nc1ccc(OP(=S)(Oc2ccc(N)cc2)Oc2ccc(N)cc2)cc1	-5.309407137
C=C(C)C(=O)OCCOc1ccc(C(C)(C)c2ccc(OCCOC(=O)C(=C)C)cc2)cc1	-5.379201886
CC1(C)CCC[C@]2(C)[C@H]3CCO[C@]3(C)CC[C@@H]12	-5.099487786
CC1(C)CCCC2(C)C1CCC1(C)OCCC12	-5.099487786
CCCCC/C(=C\c1ccccc1)C(OCC)OCC	-5.172056518
CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C	-5.325018234
CC(=O)Nc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1	-5.250349512
Cc1ccc(Cl)cc1NC(=O)c1cc2ccccc2cc1O	-5.238559032
CC(C)(C)NSc1nc2ccccc2s1	-5.136722389
[Te]	-4.875401753
CCCC(=O)OCCC(C)CCC=C(C)C	-5.142612081
COc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1	-5.263224655
CC(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1	-5.217950889
CCCCCCCCCCCC=O	-5.061459548
CCC1(C)Nc2cccc3cccc(c23)N1	-3.247760565
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC	-5.420152134
Nc1c(-c2nc3cc4c(cc3o2)C(=O)c2ccccc2C4=O)ccc2c1C(=O)c1ccccc1C2=O	-5.496412982
CCOc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1	-5.311540545
COc1cc(OC)c(NC(=O)c2cc3ccccc3cc2O)cc1Cl	-5.377540581
O=C(Nc1cccc2c(=O)c3c(ccc4c5cc(NC(=O)c6ccccc6)c6c(=O)c7ccccc7c(=O)c6c5[nH]c43)c(=O)c12)c1ccccc1	-5.647161854
COc1ccc(C(=O)CSc2cccc(OC)c2)cc1	-5.284725265
O=C1c2ccccc2C(=O)c2c1ccc1c2[nH]c2ccc3c4ccccc4c(=O)c4ccc1c2c43	-5.506567843
CC1(C)COP(=S)(OP2(=S)OCC(C)(C)CO2)OC1	-5.393383395
CC1=CCC(C(C)C)CC1	-5.010343937
O=C(O)CCCCCNc1nc(NCCCCCC(=O)O)nc(NCCCCCC(=O)O)n1	-2.542361308
C=CC(=O)OCCCCCCCC(C)C	-5.199912698
CCCCCCCCCC(C)C=O	-5.151636178
CN(C)c1ccc(C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1	-5.458398413
O=C1c2cccc(Sc3ccccc3)c2C(=O)c2c(Sc3ccccc3)cccc21	-5.517335043
Cc1cc(C2(c3ccc(O)c(C)c3)CCCCC2)ccc1O	-5.371522306
CCCCC(CC)COC(=O)/C=C/C(=O)OCC(CC)CCCC	-5.456575257
CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1	-5.422780359
CCOCOC1CCCCCCCCCCC1	-5.335319968
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1	-5.694106411
CC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)C	-5.444898911
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1	-5.738072007
c1ccc2c(c1)[nH]c1ccccc12	-5.21042762
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1	-5.512605542
CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C	-5.566810733
CCCCCCCC/C=C/CCCCCCCC(=O)N(CCO)CCO	-5.567720212
CCOC(=O)C(=Cc1ccc(C=C(C(=O)OCC)C(=O)OCC)cc1)C(=O)OCC	-5.621635269
O=C(/C=C/c1ccccc1)OCCc1ccccc1	-5.401939627
CCCCCCCCCCCCCCCCCC(=O)NCCO	-5.515281581
O=C(Nc1ccc(Cl)cc1)c1cc2ccccc2cc1O	-5.473838643
CCCCC(Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)(C(=O)OC1CC(C)(C)N(C)C(C)(C)C1)C(=O)OC1CC(C)(C)N(C)C(C)(C)C1	-5.835720369
O=C(CBr)Nc1ccc(Cl)cc1C(=O)c1ccccc1F	-5.569345786
CC(=O)OC1(C)CCC23CC1C(C)(C)[C@@H]2CC[C@H]3C	-5.426641039
CCCCCCC(O)CCCCCCCCCCC(=O)O	-5.488370089
O=c1c2ccc3c(=O)n4c5ccccc5nc4c4ccc(c2c34)c2nc3ccccc3n12	-5.633055848
CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1	-5.469558378
CCCCCCCCCCCC#N	-5.289969947
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1	-5.52363608
CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1	-5.575133655
CC(CO)C1CCCCCCCCCCC1	-5.451794109
C=CCCCCCCCCC(=O)OC	-5.397515352
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O	-5.551148121
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1	-5.462311288
CCC(C)c1cc(C(C)CC)c(O)c(C(C)CC)c1	-5.549793345
c1ccc(Nc2ccc3ccccc3c2)cc1	-5.495914846
CC(C)=CCCC(C)CCCC(C)C=O	-5.496890424
CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1	-5.624837561
O=C1CCC/C=C\CCCCCCCCCC1	-5.560732278
COC1=CCC2=C(CCC3C2CCC2(C)C3CCC2(O)C#N)C1	-5.683242448
CC12CCC3C(CCC4C(C)(C)CCCC43C)(CO1)O2	-5.645384837
CC1CCC(C(C)C)CC1	-5.354573108
CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12	-5.747969532
CCCCCCCCCCCCCCCCCCN(CCO)CCO	-5.775274192
O=C1CCCCCCC/C=C\CCCCCCO1	-5.629397555
