smiles	logS	S	scaffold	Hydroxyl (-OH)	Methyl (-CH3)	Amine (-NH2)	Nitro (-NO2)	Ether (R-O-R')	Aldehyde (-CHO)	Ketone (-C=O)	Sulfonyl (R-SO2-R')	Phenyl (Ph)	Amide (-CONH2)	Alcohol (-OH)	wt	nH	logp
COc1ccc(-c2cnn3c(N)c(-c4ccccc4)cnc23)cc1OC	-0.721246399	0.1900000000206369	C1CCC(C2CCC3C(CCC3C3CCCCC3)C2)CC1	0	2	1	0	2	0	0	0	2	0	0	346.3900000000001	1	3.662700000000002
CNC(=O)c1ccc(-c2nnc(-c3cccc(C)c3)o2)cc1	-0.677780705	0.2100000001286614	C1CCC(C2CCC(C3CCCCC3)C2)CC1	0	2	0	0	0	0	0	0	2	0	0	293.326	1	3.071620000000001
CSc1cccc(-c2ccccc2-c2nnc(C)o2)c1	1.618466492	41.53999998095809	C1CCC(C2CCCCC2C2CCCC2)CC1	0	2	0	0	0	0	0	0	2	0	0	282.368	0	4.433920000000003
O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1	1.095518042	12.459999990728733	C1CCC(CCCCCC2CCC(C3CCCCC3)C2)CC1	0	0	0	0	0	0	1	0	1	0	0	443.311	2	3.386700000000001
CN(Cc1ccc(-c2ccc(Br)cc2)o1)C(=O)c1cnn(C)c1	0.742725131	5.529999996120187	C1CCC(C2CCC(CCCC3CCCC3)C2)CC1	0	2	0	0	0	0	0	0	1	0	0	374.2380000000001	0	3.714800000000003
Nc1nc(-c2ccccc2)nc2nc(C3CCCN(CC(=O)N4CCCC4)C3)ccc12	1.836165816	68.57499995633013	C1CCC(C2CCC3CCC(C4CCCC(CCC5CCCC5)C4)CC3C2)CC1	0	0	1	0	0	0	1	0	1	0	0	416.5290000000003	1	3.075800000000001
CCCC(=O)N1CCC(c2cccc(C)n2)CC1	1.604226053	40.19999999218113	C1CCC(C2CCCCC2)CC1	0	2	0	0	0	0	1	0	0	0	0	246.35399999999998	0	2.8961200000000016
CC(=O)N1CCC(c2ccc(C(=O)O)cn2)CC1	1.704150517	50.600000018665135	C1CCC(C2CCCCC2)CC1	1	1	0	0	0	0	1	0	0	0	1	248.28199999999998	1	1.5057
O=C(CN1CCCC(c2nc3ccccc3o2)C1)Nc1ccc(OC(F)(F)F)cc1	0.835690571	6.849999992233115	C1CCC(CCCC2CCCC(C3CC4CCCCC4C3)C2)CC1	0	0	0	0	1	0	1	0	2	0	0	419.403	1	4.544500000000004
COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4ccc(N)nc4)cc(C)n3)CC1)CO2	1.360025089	22.909999990008863	C1CCC(C2CCCC(C3CCC(CC4CCC5CCCCC5C4)CC3)C2)CC1	0	2	1	0	2	0	0	0	1	0	0	442.5630000000002	1	4.698220000000004
O=C(c1ccncc1)N1CCC(c2cnccn2)CC1	1.786467477	61.160000036575	C1CCC(CC2CCC(C3CCCCC3)CC2)CC1	0	0	0	0	0	0	0	0	0	0	0	268.32	0	1.8914
CN(C)c1cccc(C(=O)N2CCCC(c3cccc(-c4cccs4)n3)C2)c1	0.322219295	2.1000000012866145	C1CCC(CC2CCCC(C3CCCC(C4CCCC4)C3)C2)CC1	0	2	0	0	0	0	0	0	1	0	0	391.5400000000001	0	4.895900000000005
COc1ccc(Cc2cccc(C3CCN(C(=O)C4CCCC4)CC3)n2)cc1	1.412124406	25.829999989691824	C1CCC(CC2CCCC(C3CCC(CC4CCCC4)CC3)C2)CC1	0	1	0	0	1	0	1	0	1	0	0	378.51600000000025	0	4.577200000000004
O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCC(n2cccc2)CC1	1.019946682	10.470000007742492	C1CCC(C2CCC(CC3CCC(C4CCCC4)CC3)C2)CC1	0	0	0	0	0	0	0	0	1	0	0	355.82500000000005	0	4.273800000000003
COc1cccc(N(C)CCC(=O)N2CCC(c3ccc(-c4ccc(N)nc4)cn3)CC2)c1	1.672282625	47.020000022853054	C1CCC(CCCCC2CCC(C3CCC(C4CCCCC4)CC3)CC2)CC1	0	2	1	0	1	0	1	0	1	0	0	445.5670000000002	1	3.9669000000000025
Cn1ccc(CN2CCC(c3cnccn3)CC2)n1	1.698970004	49.9999999613144	C1CCC(C2CCC(CC3CCCC3)CC2)CC1	0	1	0	0	0	0	0	0	0	0	0	257.341	0	1.5897
CC(=O)N1CCC(c2ccccn2)CC1	1.684126926	48.32000004304958	C1CCC(C2CCCCC2)CC1	0	1	0	0	0	0	1	0	0	0	0	204.273	0	1.8075
COc1ccc(NC(=O)CN2CCC(c3cc(-c4cnc(N)nc4)cc(C)n3)CC2)cc1	1.628286731	42.48999999124219	C1CCC(CCCC2CCC(C3CCCC(C4CCCCC4)C3)CC2)CC1	0	2	1	0	1	0	1	0	1	0	0	432.5280000000002	2	3.2559200000000015
Cn1ccc(C(=O)N2CCCC(c3cccc(-c4cccc(Cl)c4)n3)C2)n1	1.426511261	26.699999977586263	C1CCC(C2CCCC(C3CCCC(CC4CCCC4)C3)C2)CC1	0	1	0	0	0	0	0	0	1	0	0	380.87900000000013	0	4.155300000000003
CC(C(=O)Nc1ccc(C(N)=O)cc1)N1CCCC(c2nc3ccccc3o2)C1	1.751663946	56.44999996607672	C1CCC(CCCC2CCCC(C3CC4CCCCC4C3)C2)CC1	0	1	1	0	0	0	1	0	2	1	0	392.4590000000001	2	3.133300000000001
CCCn1ncc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc21	1.693726949	49.40000000868498	C1CCC(CCC2CCCC(C3CCC4CCCC4C3)C2)C1	0	1	0	0	0	0	1	0	0	0	0	355.48600000000016	0	2.6431000000000004
O=C(C1CCC(O)CC1)N1CCCN(c2ccc(F)cc2)CC1	1.906873535	80.70000005164447	C1CCC(CC2CCCC(C3CCCCC3)CC2)CC1	1	0	0	0	0	0	1	0	1	0	1	320.4080000000001	1	2.4155000000000006
CSc1ccccc1NC(=O)CN1CCCC(c2nc3ccccc3o2)C1	0.929418926	8.500000005591854	C1CCC(CCCC2CCCC(C3CC4CCCCC4C3)C2)CC1	0	1	0	0	0	0	1	0	2	0	0	381.5010000000001	1	4.3678000000000035
Cc1cncc(C2CCN(Cc3cnccn3)CC2)n1	1.831229694	67.80000002075343	C1CCC(CC2CCC(C3CCCCC3)CC2)CC1	0	1	0	0	0	0	0	0	0	0	0	269.352	0	1.95462
COc1ccc(-c2cccc(C3CCCN(C(=O)C4CCCC4)C3)n2)cc1	0.389166084	2.449999997943551	C1CCC(C2CCCC(C3CCCC(CC4CCCC4)C3)C2)CC1	0	1	0	0	1	0	1	0	1	0	0	364.48900000000015	0	4.653400000000004
O=S(=O)(c1cn[nH]c1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1	0.161368002	1.449999999215478	C1CCC(C2CCCC(C3CCCC(CC4CCCC4)C3)C2)CC1	0	0	0	0	0	0	0	1	1	0	0	402.9070000000001	1	3.6934000000000022
COc1ccc(N2CCCN(CC3CCN(C(=O)C4CC4)CC3)CC2)cc1	1.775974331	59.69999998221637	C1CCC(C2CCCC(CC3CCC(CC4CC4)CC3)CC2)CC1	0	1	0	0	1	0	1	0	1	0	0	371.5250000000002	0	2.855900000000001
Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3F)C2)n1	1.745465169	55.65000004219266	C1CCC(CCCC2CCC(C3CCCC(CC4CCCCC4)C3)C2)CC1	0	1	0	0	1	0	1	0	1	0	0	424.45100000000014	1	4.201720000000003
O=C(CN1CCCC(c2cncc(-c3cccc(Cl)c3)n2)C1)N1CCCC1	1.817895757	65.74999997550499	C1CCC(C2CCCC(C3CCCC(CCC4CCCC4)C3)C2)CC1	0	0	0	0	0	0	1	0	1	0	0	384.9110000000003	0	3.5988000000000024
COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4cncnc4)cc(C)n3)CC1)CO2	1.358886204	22.84999997864558	C1CCC(C2CCCC(C3CCC(CC4CCC5CCCCC5C4)CC3)C2)CC1	0	2	0	0	2	0	0	0	1	0	0	428.5360000000002	0	4.511020000000004
O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1	0.371067862	2.349999998529615	C1CCC(C2CCCC(C3CCCC(CC4CCC5CCCC5C4)C3)C2)CC1	0	0	0	0	0	0	0	0	2	0	0	399.4690000000001	1	5.388800000000004
O=C(c1ccccn1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1	1.476396827	29.9500000189419	C1CCC(CC2CCCC(C3CCCC(C4CCCCC4)C3)C2)CC1	0	0	0	0	0	0	0	0	1	0	0	377.87500000000006	0	4.816800000000004
Cc1noc(C)c1C(=O)N1CCCN(c2ccc(F)cc2)CC1	1.745074792	55.60000005350657	C1CCC(C2CCCC(CC3CCCC3)CC2)CC1	0	2	0	0	0	0	0	0	1	0	0	317.36400000000003	0	2.7830400000000015
Cc1cc(-c2ccc(N)nc2)cc(C2CCN(C(=O)CCCc3ccc(F)c(C)c3)CC2)n1	0.926342447	8.440000007274952	C1CCC(CCCCC2CCC(C3CCCC(C4CCCCC4)C3)CC2)CC1	0	2	1	0	0	0	1	0	1	0	0	446.5700000000003	1	5.210640000000004
Cc1cc(Nc2ccccn2)cc(C2CCCN(CC(=O)Nc3ncc(C)s3)C2)n1	1.81640703	65.52500005753869	C1CCC(CC2CCCC(C3CCCC(CCCC4CCCC4)C3)C2)CC1	0	2	0	0	0	0	1	0	0	0	0	422.5580000000001	2	4.111640000000002
O=C(CN1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1)N1CCCC1	1.738384124	54.750000061500806	C1CCC(C2CCCC(C3CCCC(CCC4CCCC4)C3)C2)CC1	0	0	0	0	0	0	1	0	1	0	0	383.92300000000023	0	4.203800000000004
Cc1cc(C)nc(Nc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc2)n1	1.823637222	66.62499999468761	C1CCC(CC2CCC(C3CCCC(CCC4CCCC4)C3)CC2)CC1	0	2	0	0	0	0	1	0	0	0	0	394.5230000000002	1	3.0338400000000014
NC(=O)c1ccccc1NC(=O)CN1CCCC(c2nc3ccccc3o2)C1	1.0	10.0	C1CCC(CCCC2CCCC(C3CC4CCCCC4C3)C2)CC1	0	0	1	0	0	0	1	0	2	1	0	378.4320000000001	2	2.7448000000000015
Cc1ccc(NC(=O)CN2CCCC(c3nc4ccccc4o3)C2)cc1C	1.0	10.0	C1CCC(CCCC2CCCC(C3CC4CCCCC4C3)C2)CC1	0	2	0	0	0	0	1	0	2	0	0	363.4610000000001	1	4.2627400000000035
COc1ccc(-c2cccc(C3CCCN(CC(=O)Nc4ccccn4)C3)n2)cc1	0.908485019	8.100000002263297	C1CCC(CCCC2CCCC(C3CCCC(C4CCCCC4)C3)C2)CC1	0	1	0	0	1	0	1	0	1	0	0	402.498	1	3.9703000000000017
O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1	1.555698895	35.95000002326875	C1CCC(CC2CCCC(C3CCCC(C4CCCCC4)C3)C2)CC1	0	0	0	0	0	0	0	0	1	0	0	377.87500000000006	0	4.816800000000004
C=CCNC(=O)C1(Cc2ccc(-c3ccccc3)cc2)CCN(C(=O)c2cccnc2)CC1	0.602059991	3.9999999969793545	C1CCC(CC2CCC(CC3CCC(C4CCCCC4)CC3)CC2)CC1	0	0	0	0	0	0	1	0	2	0	0	439.5590000000003	1	4.515900000000004
COc1cccc(CN2CCN(C(=O)Cc3ccc(C)cc3)[C@@H](C)C2)c1	1.643452676	43.99999995074252	C1CCC(CCC2CCC(CC3CCCCC3)CC2)CC1	0	3	0	0	1	0	1	0	2	0	0	352.47800000000007	0	3.279020000000002
NC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(Cl)c2)CC1	1.922984816	83.75000005613947	C1CCC(CC2CCC(CC3CCC(C4CCCCC4)CC3)CC2)CC1	0	0	1	0	0	0	1	0	2	1	0	419.95600000000013	1	4.712200000000005
COc1cccc(CN2CCC(Cc3ccc(-c4cccnc4)cc3)(C(N)=O)CC2)c1	1.848804701	70.59999999157864	C1CCC(CC2CCC(CC3CCC(C4CCCCC4)CC3)CC2)CC1	0	1	1	0	1	0	1	0	2	1	0	415.53700000000015	1	4.067400000000002
O=C(NCc1ccc(F)cc1)C1(Cc2ccc(-c3cccnc3)cc2)CCOCC1	1.941759814	87.45000003731316	C1CCC(CCCC2(CC3CCC(C4CCCCC4)CC3)CCCCC2)CC1	0	0	0	0	1	0	1	0	2	0	0	404.4850000000002	1	4.543400000000003
CCC(C)(C)NC(=O)C1(Cc2ccc(-c3cc(F)ccc3OC)cc2)CCOCC1	1.07809415	11.969999988798534	C1CCC(CC2CCC(C3CCCCC3)CC2)CC1	0	4	0	0	2	0	1	0	2	0	0	413.53300000000024	1	5.145400000000005
CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1	1.759667845	57.50000004109251	C1CCC(CC2CCC(CC3CCC(C4CCCCC4)CC3)C2)CC1	0	1	0	0	0	0	1	0	2	0	0	403.5010000000002	1	4.068500000000003
NC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(C(=O)Cc2cccc(F)c2)CC1	1.799340549	62.99999993420215	C1CCC(CCC2CCC(CC3CCC(C4CCCCC4)CC3)CC2)CC1	0	0	1	0	0	0	2	0	2	1	0	431.5110000000002	1	3.767000000000003
COc1ccccc1-c1ccc(CC2(C(=O)NC3CC3)CCOCC2)cc1	1.621280168	41.81000004328206	C1CCC(C2CCC(CC3(CCC4CC4)CCCCC3)CC2)CC1	0	1	0	0	2	0	1	0	2	0	0	365.4730000000002	1	3.980100000000003
COc1ccc(/C=C/C(=O)c2c(C)nc3ccccc3c2N)cc1	1.59747579	39.580000011813326	C1CCC(CCCC2CCC3CCCCC3C2)CC1	0	2	1	0	1	0	1	0	2	0	0	318.37600000000003	1	4.030120000000002
Cc1nc2ccccc2c(N)c1C(=O)/C=C/c1ccccc1	1.617105231	41.41000004744828	C1CCC(CCCC2CCC3CCCCC3C2)CC1	0	1	1	0	0	0	1	0	2	0	0	288.34999999999997	1	4.021520000000002
COc1ccc(/C=C/C(=O)c2c(C)nc3ccccc3c2N)c(OC)c1	1.608739919	40.6199999935662	C1CCC(CCCC2CCC3CCCCC3C2)CC1	0	3	1	0	2	0	1	0	2	0	0	348.4020000000001	1	4.038720000000002
Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1	0.322219295	2.1000000012866145	C1CCC(C2CC3CCCCC3CC2C2CCCCC2)CC1	2	0	2	0	0	0	0	0	2	0	2	346.3500000000001	4	2.3294000000000006
Cc1noc(C2CCN(CC(N)=O)CC2)n1	1.48784512	30.749999992109863	C1CCC(C2CCCC2)CC1	0	1	1	0	0	0	1	0	0	1	0	224.26399999999995	1	0.0427199999999997
Cc1nc(C2CCN(CC(N)=O)CC2)no1	1.787956123	61.3699999598777	C1CCC(C2CCCC2)CC1	0	1	1	0	0	0	1	0	0	1	0	224.26399999999995	1	0.0427199999999997
COCc1nc(C2CCN(CCO)CC2)no1	1.557507202	36.10000000784203	C1CCC(C2CCCC2)CC1	1	1	0	0	1	0	0	0	0	0	1	241.29099999999994	1	0.3877
Cc1noc(C2CCN(C(=O)C3(c4cccc(F)c4)CCC3)CC2)n1	1.882524538	76.30000000792693	C1CCC(C2(CC3CCC(C4CCCC4)CC3)CCC2)CC1	0	1	0	0	0	0	1	0	1	0	0	343.4020000000002	0	3.3450200000000025
CCNC(=O)c1ccc(-c2cc(C)cc(OC)c2OC)nc1	1.541204691	34.770000025358605	C1CCC(C2CCCCC2)CC1	0	4	0	0	2	0	0	0	1	0	0	300.358	1	2.823920000000001
Cc1ccc(-c2ccc(-c3nccn3CCCn3cnnc3)o2)cc1	1.566201719	36.830000012303984	C1CCC(C2CCC(C3CCCC3CCCC3CCCC3)C2)CC1	0	1	0	0	0	0	0	0	1	0	0	333.395	0	3.800320000000002
O=C1CCCc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21	-0.795880017	0.160000000126762	C1CCC(C2CC(CC3CCC4CCCCC4C3)CC3CCCCC32)CC1	0	0	0	0	0	0	1	0	2	0	0	367.4120000000001	1	4.349400000000004
COc1ccc(Nc2nc3ccccc3c3nncn23)cc1	-0.853871964	0.1400000001037238	C1CCC(CC2CC3CCCCC3C3CCCC23)CC1	0	1	0	0	1	0	0	0	2	0	0	291.314	1	3.0297
CCc1nnc2c3ccccc3nc(Nc3ccc(OC)cc3)n12	-0.853871964	0.1400000001037238	C1CCC(CC2CC3CCCCC3C3CCCC23)CC1	0	2	0	0	1	0	0	0	2	0	0	319.36800000000005	1	3.592100000000001
CCOc1ccc(C(=O)Nc2cc(C(=O)OC)ccc2N2CCN(C(C)=O)CC2)cc1	0.382017043	2.410000002359153	C1CCC(CCC2CCCCC2C2CCCCC2)CC1	0	3	0	0	2	0	1	0	2	0	0	425.48500000000024	1	2.792700000000001
COc1cc(CCNC(=O)c2nc3cccc(C)n3c2F)cc(OC)c1	1.596926814	39.5299999687824	C1CCC(CCCCC2CC3CCCCC3C2)CC1	0	3	0	0	2	0	0	0	1	0	0	357.3850000000001	1	2.7715200000000015
CC(=O)Nc1ccc(O)cc1	1.442479769	27.699999995889364	C1CCCCC1	1	1	0	0	0	0	1	0	1	0	1	151.165	2	1.3505999999999998
CCN(CC)C(=O)c1ccc(NC(C)=O)cc1	1.539076099	34.60000001650938	C1CCCCC1	0	3	0	0	0	0	1	0	1	0	0	234.299	1	2.127
CCN1CCc2nc(NC(=O)Cc3ccc(Cl)cc3)sc2C1	1.668012972	46.560000038398606	C1CCC(CCCC2CC3CCCCC3C2)CC1	0	1	0	0	0	0	1	0	1	0	0	335.86000000000007	1	3.3557000000000015
CN1CCc2nc(NC(=O)c3ccc(Cl)s3)sc2C1	1.688419822	48.799999999695416	C1CCC(CCC2CC3CCCCC3C2)C1	0	1	0	0	0	0	0	0	0	0	0	313.8350000000001	1	3.098200000000001
Cc1nc2cc(NC(=O)CCc3c(C)nc4c(c(C)nn4C)c3C)ccc2o1	0.968482949	9.300000009552052	C(CCC1CCC2CCCC2C1)CC1CCC2CCCC2C1	0	5	0	0	0	0	1	0	1	0	0	377.44800000000004	1	3.914480000000003
Cc1nc2cc(NC(=O)CCc3c(C)noc3C)ccc2o1	1.592509848	39.130000008948734	C1CCC(CCCCC2CCC3CCCC3C2)C1	0	3	0	0	0	0	1	0	1	0	0	299.33	1	3.3123600000000017
Cc1noc(C)c1CCC(=O)Nc1cccnc1	1.745933158	55.709999941064034	C1CCC(CCCCC2CCCC2)CC1	0	2	0	0	0	0	1	0	0	0	0	245.28200000000004	1	2.25774
Cc1nc2cc(NC(=O)Cc3c(C)nc4ccccc4c3C)ccc2o1	1.363799945	23.10999997450528	C(CC1CCC2CCCCC2C1)CC1CCC2CCCC2C1	0	3	0	0	0	0	1	0	2	0	0	345.4020000000001	1	4.482460000000004
COc1ccc(C(=O)Nc2ccc3oc(C)nc3c2)c(OC)c1	1.188647296	15.440000000010052	C1CCC(CCC2CCC3CCCC3C2)CC1	0	3	0	0	2	0	0	0	2	0	0	312.32500000000005	1	3.4057200000000014
CCNC(=O)c1ccnc(-c2ccc(F)c(C)c2)c1	1.452706227	28.36000003193045	C1CCC(C2CCCCC2)CC1	0	2	0	0	0	0	0	0	1	0	0	258.29599999999994	1	2.945820000000001
CC(C)S(=O)(=O)c1ccc2nccc(Nc3ccc4scnc4c3)c2c1	1.58591171	38.53999997165289	C1CC2CCC(CC3CCCC4CCCCC43)CC2C1	0	2	0	0	0	0	0	2	2	0	0	383.4980000000001	1	4.7702000000000035
Cc1nc(C#N)c(C#N)n1Cc1csc(-c2cccs2)n1	1.508529719	32.25000000213221	C1CCC(CC2CCC(C3CCCC3)C2)C1	0	1	0	0	0	0	0	0	0	0	0	311.395	0	3.1681800000000013
Cc1nn(Cc2csc(-c3cccs3)n2)c(N)c1C#N	1.597695186	39.60000000679196	C1CCC(CC2CCC(C3CCCC3)C2)C1	0	1	1	0	0	0	0	0	0	0	0	301.4000000000001	1	2.8787000000000003
CN(C)CCNc1c2c(c(C#N)c3nc4ccccc4n13)CCCC2	1.556302501	36.00000001929027	C1CCC2CC3C(CC2C1)CC1CCCCC13	0	2	0	0	0	0	0	0	1	0	0	333.4390000000002	1	3.2114800000000017
Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12	1.372175286	23.559999993757906	C1CCC(CC2CCCC3CCCC32)CC1	0	5	0	0	1	0	0	0	1	0	0	445.5640000000002	2	4.351120000000003
Cc1nccc(C2(C)CCN(CC(N)=O)CC2)n1	1.77633791	59.75000005225609	C1CCC(C2CCCCC2)CC1	0	2	1	0	0	0	1	0	0	1	0	248.32999999999993	1	0.6238199999999999
CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2CC(=O)NCc1ccccc1F	1.640580806	43.70999995071843	C1CCC(CCCCC2CCC3CCCCC23)CC1	0	2	0	0	0	0	1	1	2	0	0	419.52200000000016	1	2.535100000000001
O=C(Cc1cccs1)NCc1ccccc1F	1.541454429	34.79000002021988	C1CCC(CCCCC2CCCC2)CC1	0	0	0	0	0	0	1	0	1	0	0	249.30999999999997	1	2.746100000000001
C#CCNC(=O)Cc1coc2cc(OC)ccc12	1.751587005	56.43999998930313	C1CCC2CCCC2C1	0	1	0	0	1	0	1	0	1	0	0	243.26199999999997	1	1.7332999999999996
Cc1ccc2c(CC(=O)NCc3cccs3)coc2c1	0.786751422	6.119999997948778	C1CCC(CCCCC2CCC3CCCCC23)C1	0	1	0	0	0	0	1	0	1	0	0	285.36800000000005	1	3.661620000000002
O=C(Cn1ccnc1)NCc1ccccc1F	1.688063697	48.76000000602414	C1CCC(CCCCC2CCCC2)CC1	0	0	0	0	0	0	1	0	1	0	0	233.24599999999998	1	1.3385999999999998
C#CCNC(=O)c1ccc(OC)c(OC)c1	1.42975228	26.89999999985085	C1CCCCC1	0	2	0	0	2	0	0	0	1	0	0	219.23999999999995	1	1.0668
Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1	0.492760389	3.109999999807816	C1CCC(C2CCC(C3CCCCC3C3CCC4(CCCC4)CC3)CC2)C1	0	1	0	0	0	0	1	0	1	0	0	421.93200000000024	1	3.9090000000000016
Cn1c(=O)n(Cc2cccc(OC(F)F)c2)c2cnccc21	1.690993032	49.08999998871136	C1CCC(CC2CCC3CCCCC32)CC1	0	1	0	0	1	0	0	0	1	0	0	305.284	0	2.3846999999999996
CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1	1.553276046	35.74999998871432	C1CCC(CC2CCC(C3CC(C4CCCC(CCCCC5CCC(C6CCC6)CC5)C4)C4CCCCC34)CC2)CC1	0	2	1	0	2	0	1	0	2	0	0	665.7739999999997	1	4.4153800000000025
NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1	1.480006943	30.200000002979664	C1CCC(CCCCC2CCCC(C3CC(C4CCC(CC5CCCCC5)CC4)C4CCCCC34)C2)CC1	0	0	2	0	1	0	1	0	2	0	0	581.7249999999999	2	3.1638
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1	1.601516784	39.95000003219496	C1CCC(CC2CCC(C3CC(C4CCCCC4)C4CCCCC34)CC2)CC1	0	0	1	0	1	0	0	0	2	0	0	386.4590000000002	2	3.792300000000002
C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(=O)Nc4ccc(C(C)C)c(C)c4)c3)c3c(N)ncnc32)C1	-0.769551079	0.1699999998519286	C1CCC(CCC2CCCC(C3CC(C4CCCCC4)C4CCCCC34)C2)CC1	0	3	1	0	0	0	1	0	2	0	0	523.6410000000002	2	5.109120000000003
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1	1.004321374	10.100000005054891	C1CCC(CCC2CCCCC2C2CCC(CC3CCCCC3)CC2)CC1	0	0	1	0	1	0	1	0	2	0	0	429.52400000000017	2	4.354600000000003
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1	0.93399	8.589937422158211	C1CCC(CC2CCC(C3CC(C4CCCCC4)C4CCCCC34)CC2)CC1	0	0	1	0	1	0	1	0	2	0	0	440.5070000000002	1	4.2173000000000025
CC(C)(C)c1csc(NC(=O)C2CC2)n1	1.465977368	29.23999998075623	C1CCC(CCC2CC2)C1	0	3	0	0	0	0	1	0	0	0	0	224.32899999999998	1	2.7891000000000004
O=C(NC1CCCCCC1)c1ccc(CSc2nc3ccccc3[nH]2)cc1	0.432969291	2.7100000007837086	C1CCCC(CCC2CCC(CCC3CC4CCCCC4C3)CC2)CC1	0	0	0	0	0	0	0	0	2	0	0	379.52900000000005	2	5.307800000000004
CCOC(=S)SCC(=O)Nc1nc(-c2ccc(C3CCCCC3)cc2)cs1	0.338456494	2.18000000198474	C1CCC(C2CCC(C3CCCC3)CC2)CC1	0	1	0	0	1	0	1	0	1	0	0	420.6250000000003	1	5.850900000000005
O=C(Nc1nc2ccccc2[nH]1)C1CC1c1ccccc1	0.041392685	1.0999999995992409	C1CCC(C2CC2CCC2CC3CCCCC3C2)CC1	0	0	0	0	0	0	1	0	2	0	0	277.327	2	3.3051000000000013
O=C(Nc1nc2ccccc2[nH]1)C1CCCCC1	0.388278863	2.4449999974123147	C1CCC(CCC2CC3CCCCC3C2)CC1	0	0	0	0	0	0	1	0	1	0	0	243.30999999999995	2	3.0817000000000014
O=C(O)Cc1nc2ccccc2[nH]1	1.002166062	10.050000005634647	C1CCC2CCCC2C1	1	0	0	0	0	0	1	0	1	0	1	176.175	2	1.19
Cn1c(NC(=O)C2CC2c2ccc(Cl)cc2)nc2ccccc21	-0.522878745	0.3000000001936503	C1CCC(C2CC2CCC2CC3CCCCC3C2)CC1	0	1	0	0	0	0	1	0	2	0	0	325.79900000000004	1	3.9689000000000023
Cc1ccc(C(=O)Nc2nc3ccccc3[nH]2)cc1	-0.070581074	0.8500000005591856	C1CCC(CCC2CC3CCCCC3C2)CC1	0	1	0	0	0	0	0	0	2	0	0	251.28900000000004	2	3.1236200000000007
O=C(O)CCC(=O)Nc1ccccc1-c1nc2ccccc2[nH]c1=O	1.783188691	60.6999999894815	C1CCC(C2CCC3CCCCC3C2)CC1	1	0	0	0	0	0	2	0	2	0	1	337.3350000000001	3	2.3933999999999997
COC(=O)Nc1nc2ccccc2[nH]1	0.90579588	8.04999999318126	C1CCC2CCCC2C1	0	1	0	0	1	0	0	0	1	0	0	191.19000000000003	2	1.7411999999999996
O=C(Nc1nc2ccccc2[nH]1)C1CC(=O)N(c2cccc(C(F)(F)F)c2)C1	-0.086186148	0.8199999992754969	C1CCC(C2CCC(CCC3CC4CCCCC4C3)C2)CC1	0	0	0	0	0	0	2	0	2	0	0	388.34900000000005	2	3.5733000000000024
O=C(Nc1nc2ccccc2[nH]1)c1ccc(-c2ccccc2)cc1	-0.301029996	0.499999999613144	C1CCC(C2CCC(CCC3CC4CCCCC4C3)CC2)CC1	0	0	0	0	0	0	0	0	3	0	0	313.36	2	4.482200000000002
Cc1ccc(C(=O)Nc2ccccc2C#N)cc1	1.016197354	10.380000011653111	C1CCC(CCC2CCCCC2)CC1	0	1	0	0	0	0	0	0	2	0	0	236.27400000000003	1	3.1190000000000015
