smiles	logS	S
O=c1[nH]c2cc3ccccc3c(=O)n2c2sc3c(c12)CCCC3	1.180699201	15.159999989666257
C=CCN(c1ccc(C(=O)OC)cc1)S(=O)(=O)c1ccccc1	0.350248018	2.239999998276458
CCN(CC#N)C(=O)c1nn(-c2ccc(F)cc2)c2c1CCCC2	1.607562243	40.509999982875314
COC(=O)N1CCCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1	1.770115295	58.90000002887377
O=C1NC2(CCCC2)C(=O)N1Cc1ccccc1F	1.648750213	44.54000003097027
O=C(Cn1cccc(C(=O)Nc2cccc(-n3cccn3)c2)c1=O)NC1CCCCC1	-0.096910013	0.8000000000148405
CC(=O)NC1(c2ccc(F)cc2)CCN(Cc2ccc(OC3CCCC3)cc2)CC1	1.859738566	72.39999996713422
CC1(C)Oc2ccc(Cl)cc2[C@@H]2O[C@@H]3CCNC[C@@H]3C[C@H]21	1.628286731	42.48999999124219
Cn1cc(NC(=O)c2csc(Cc3ccccc3)n2)cn1	1.538322333	34.53999998159328
Cn1cnnc1-c1cccc(NS(=O)(=O)c2ccc(N3CCCC3=O)cc2)c1	1.752816431	56.599999975463284
CCc1cc2c(Nc3cnn(CC)c3)ncnc2s1	1.633670406	43.019999994904126
COc1ccc(Cc2ncnn2-c2ccc3c(c2)OCO3)c(OC)c1	1.543074235	34.919999997303805
CC1(C)O[C@@](C)([C@H]2CC3(CCNCC3)CO2)CC[C@@H]1O	1.62910365	42.5699999826369
O=C(c1ccco1)N1CCCC(C(=O)N2CCc3ccccc3C2)C1	1.843544212	69.75000000873129
CN(CC(=O)Nc1cccc(F)c1)C(=O)c1cccc(C#N)c1	1.749968084	56.23000006351975
CNCC(=O)Nc1cc(Cl)c(OCCOC)c(Cl)c1	1.941014244	87.3000000591851
CC(=O)N1CCN(c2ncc(-c3cc(C)no3)c([C@H]3CCCO3)n2)CC1	1.836197481	68.58000003491017
Cc1cnc(Cl)nc1-c1ccc(N(Cc2ccc(CNC(=O)C(F)F)cc2)C(=O)c2ccc(O)cc2O)cc1	1.440279213	27.559999985049746
O=C(NC1CCCCC1)C1CCN(c2ccncc2Cl)CC1	1.342422681	22.000000009006474
Cc1nc2ncccn2c1C(=O)N(CC#Cc1ccccc1)C1CCCC1	1.632760888	42.92999995260748
CC(C)c1cnc(COc2ccc(Br)nc2)o1	1.61992771	41.679999972027304
CS(=O)(=O)c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1	1.561101384	36.400000029414066
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1	0.672097858	4.700000000695675
COc1ccc(-c2onc(C)c2-c2cnn(-c3ccccc3)c2)c(O)c1	-0.602059991	0.25000000018879037
Cc1ccc(F)cc1C(=O)N1CCc2c(nc(-c3ccccn3)nc2N(C)C)C1	1.410608543	25.7400000255822
Cc1nnc(NC(C2CC2)C2CC2)c(C#N)c1C	0.877371346	7.540000002260917
Cc1ccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(F)c1	1.390935107	24.599999994144234
O=C(CSC1CCCC1)N1CCC(Cn2cccn2)CC1	1.80140371	63.29999999747043
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O	1.82672252	67.09999997389012
Cn1ccc2c(NC(=O)N3CCCN(C(=O)Oc4ccccc4)CC3)cccc21	1.856608068	71.87999992768275
O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21	0.662757832	4.600000003372734
Cc1nc(C2(NCc3cccc(C#N)c3)CCCC2)no1	1.677971753	47.640000020760915
CCSCc1nc(N)c2ccccc2n1	1.4827307	30.389999994405958
Cc1ccc(-n2ccnc2-c2ccoc2)c2cccnc12	1.297979244	19.859999992712464
CC(C)(C)C(=O)Nc1sc2c(c1C#N)CCC2	0.281033367	1.9099999989105096
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccc3c(cnn3CCO)c2)cc1	-0.698970004	0.2000000001547424
CN(C)C(=O)CN1CCN(C(=O)c2ccc3ccccc3c2O)CC1	1.64246452	43.89999997552554
CONC(=O)c1cn(-c2ccc(Br)cc2)cn1	1.803525396	63.610000062024206
Cc1cc(C)c2c(N(C)CCC(C)C)ncnc2n1	1.573683693	37.469999991907315
Cc1ccc2c(CC(=O)N(C)CC(N)=O)coc2c1C	1.542949849	34.910000014936905
Cc1cccc(OCC(=O)Nc2ccn(C)n2)c1	1.637989781	43.450000021541655
N#Cc1ccc(C(=O)Nn2cnnc2)cc1	1.254789687	17.979999983555313
Cc1ccc(-c2nc(CN3CCOCC3)n(Cc3ccc(F)cc3)n2)o1	1.461348434	28.930000023449193
Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1	-0.119186408	0.7599999995086251
Cc1nc(-c2ccccc2)c(C(=O)Nc2ccccc2)s1	-0.045757491	0.8999999990895754
c1nc(Nc2ccc3c(c2)OCCCO3)c2sccc2n1	1.707229419	50.95999996159539
COCc1cccc(NC(=O)c2cn(C)c3ccccc23)c1	0.56937391	3.710000003288506
Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1	1.703205371	50.490000035402
CCC1(O)CN(c2ncccc2C#N)C1	1.356025857	22.699999989905724
O=C(CN1CCSC1=O)N1CCN(Cc2sc3ccccc3c2Cl)CC1	1.735199548	54.349999947149385
COc1cc(-c2ccc(C)s2)cc2c1OCCN(c1noc(C)n1)C2	0.478566496	3.0100000028149827
CC(C)N1CCC(O)(c2ccccc2F)CC1	1.617734035	41.46999996524059
Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1	0.342422681	2.2000000009006477
Cc1ccc2[nH]c(C3CCN(C)CC3)nc2c1	1.757851344	57.26000004145506
O=C(O)CCC(=O)Nc1ccccc1-c1nc2ccccc2[nH]c1=O	1.783188691	60.6999999894815
Cc1cnn(Cc2nc(Cn3cccn3)no2)c1	1.556181847	35.990000028763255
CN(C)c1ncn(-c2cccc(N)c2)n1	1.343605508	22.05999999470859
Cc1cccnc1NC(=O)Cc1coc2c(C)c(C)ccc12	1.873262459	74.68999992454773
CCc1nc2ccccc2n1CC(=O)Nc1ncc(C)s1	1.691965103	49.2000000263551
Cc1cnn(Cc2cc(F)ccc2F)c1N	1.615318657	41.24000003689342
CCN(Cc1ccccc1)C(=O)c1ccc(O)cc1O	1.669316881	46.700000046656285
Fc1cccc(CCNCc2cc(-c3ccccc3)cn3nnnc23)c1	1.137037455	13.710000006644757
O=c1ccc(-c2ccc(F)cc2)nn1Cc1ccncc1	1.662285516	45.950000029399696
O=C(NCc1nnc2n1-c1ccccc1CC2)c1ccc2ccccc2c1	1.535800291	34.34000001384547
CNCCN1CCC(OCc2ccccc2)CC1	1.740678425	55.03999997117367
CCONC(=O)Cc1coc2c(C)c(C)ccc12	1.534026106	34.199999995579454
Cn1cc(C(=O)O)c(C2CCCCC2)n1	1.526726867	33.629999975635904
Cc1ccnc(NC(=O)C2CCN(CCc3cccs3)CC2)c1	1.816440168	65.53000000661817
CCCC(=O)Nc1cnc(N2CCN(C)CC2)nc1	1.547774705	35.29999996847729
Cc1ccc(CN(C)c2ncnc3c2cnn3C)o1	1.612041745	40.9300000334315
Fc1ccc(Nc2nc(N3CCCCC3)c3nccnc3n2)cc1	-0.920818754	0.11999999998684077
CN(CCN1CCOC1=O)C(=O)c1cc2cc(Br)ccc2o1	1.706973676	50.92999997933948
Cn1nc(-c2cn(Cc3ccc(CO)cc3)nn2)c2c(Cl)cccc21	1.283301229	19.200000013105967
Cc1cc2ccccc2n1CC(=O)N1CCc2ccc(O)cc2C1	1.094471129	12.430000010256533
COc1ccc(CNc2c(-c3ccc(OC)c(OC)c3)nc3cnccn23)cc1	1.670802284	46.85999997184438
CN(CCc1ccccn1)C(=O)Nc1nncs1	1.658869592	45.58999997879904
Cn1cc(NC(=O)c2ccc(OCC3CCOCC3)nc2)cn1	1.699490845	50.05999996862369
CN(Cc1sccc1Br)c1nccnc1C#N	0.929418926	8.500000005591854
Fc1ccc(CNc2nnc(-c3ccc4c(c3)OCO4)o2)cc1	0.409933123	2.569999998039517
Cc1ccc(-n2cc[nH]c(=O)c2=O)cc1	1.631950826	42.84999997442416
COC(=O)Nc1ccc(Oc2nc3ccccc3o2)cc1	1.346352974	22.199999976964527
CC(C)c1nc2c(n1C)CCN(c1ncnc3ccccc13)C2	1.72794771	53.450000056023306
CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1	1.780317312	60.29999998054057
O=C(NC1CCCCC1)N1CCc2nc3ccccn3c(=O)c2C1	1.698535493	49.95000005037607
CCC(CC)NC(=O)c1ccc(C#N)c(C)n1	1.723783937	52.94000000422632
O=C(NCCc1cccc2cccnc12)C1CCCCC1	1.620136055	41.70000000251974
Cc1cc(C)nc(-n2nc(C)c(CC(=O)NC3CCCCCC3)c2C)n1	1.737192643	54.60000003712077
Cc1cc(C)c(NC(=O)c2ccnc(OC3CCC3)c2)c(C)n1	1.557867962	36.130000035937265
CC(C)(CO)NCCCCn1c2ccccc2c2ccccc21	1.501880494	31.760000017912578
NCc1cccc(C(=O)N2CCCC2)c1	1.404833717	25.400000022228177
O=C(Cc1cccs1)NCc1ccccc1F	1.541454429	34.79000002021988
CC(C)c1nnc(NCc2ccn(C)c2)o1	1.252367514	17.879999981065858
Cc1cc(-c2ccc(N)nc2)cc(C2CCN(C(=O)CCCc3ccc(F)c(C)c3)CC2)n1	0.926342447	8.440000007274952
CC1=NC(Nc2nc(C)c3ccccc3n2)=NC(C)(C)C1	-0.180456064	0.660000000696225
CCC(=O)NCc1ccnc(N(C)C)c1	1.485011215	30.550000029644856
CS(=O)(=O)NCCc1ccc2c(c1)OCCO2	1.50758604	32.180000017560246
O=c1[nH]c2nc(N3CCc4ccccc4C3)ncc2c(=O)n1-c1ccccc1	-0.698970004	0.2000000001547424
OC[C@@H](c1ccccc1)n1cc(CCc2ccccc2)nn1	1.147367108	14.040000006666535
Cn1c(=O)c2c(nc3n2CCN3Cc2c(F)cccc2Cl)n(C)c1=O	0.713490543	5.169999998881675
CCCN(C(=O)c1c(CC)noc1C)C1Cc2ccccc2C1	1.571475904	37.28000002730206
Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1	-0.698970004	0.2000000001547424
CN(Cc1cccc(C#N)c1)Cc1ccccc1C#N	1.467756051	29.359999983502426
CCCN(C)C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1	1.59505509	39.36000002181423
Cc1cnc(-n2cnnc2)c(-c2cccc(Cl)c2Cl)c1	1.269512944	18.599999990667058
CCn1ncnc1-c1[nH]cnc1-c1ccccc1	1.362293938	23.030000001896777
CN(C)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cn1	0.414973348	2.600000000174705
O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1	1.653212514	45.00000002327806
Cc1nc(NCC(C)(C)c2ccccc2)n(C)n1	1.558708571	36.20000003891231
O=C(c1cc2ccccc2[nH]1)N1C[C@@H](O)[C@H](N2CCOCC2)C1	1.658869592	45.58999997879904
COc1cc2c(c(OC)c1OC)CCNC(=O)C2	1.695744275	49.62999997745042
NC(=O)c1cnc(NC2CC2)nc1CCNC(=O)C1(c2cccc(F)c2)CCOCC1	1.888123307	77.2899999469822
CC(=O)NCC1CCN(C(=O)c2ccc(C)nc2)CC1	1.73239376	54.00000002201201
c1cnc(NCCc2cccc3cccnc23)nc1	1.567731963	36.96000003846092
Cc1cccc(OCC(=O)Nc2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)c1	-0.387216143	0.41000000026458644
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1	0.509202522	3.2299999975374725
COc1cc(F)ccc1-c1ncccc1NC(=O)C(C)C	1.539703239	34.65000000416272
Cc1ccsc1-c1nc(CN(C)CCc2cn[nH]c2)c(C)o1	1.746166964	55.739999951576884
Cc1cc(F)ccc1CC(=O)N[C@@H]1CCOC[C@H]1OCCO	1.679064318	47.75999998665907
CS(=O)(=O)Cc1cc(-c2ccccc2)on1	1.496098992	31.33999999043326
CCOc1cc(CNc2ccc(N3CCOCC3)c(C(=O)O)c2)cc(Cl)c1OC	1.356599436	22.73000001439441
COc1ccc(C(=O)c2ccccc2)c(Oc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1	1.693199145	49.33999998253624
c1ccc2[nH]c(SCc3cn4ccccc4n3)nc2c1	1.651762447	44.8499999607456
Cc1ccc(-c2nc(CN3C(=O)C(=O)N(C4CCCC4)C3=O)cs2)cc1	-0.585026652	0.2600000000174704
Cc1noc2ncc(-c3nnc(CC(C)(C)C)o3)cc12	1.57599562	37.6699999823689
CN(C)[C@@H]1CN(C(=O)c2cc3ccc(F)cc3[nH]2)C[C@H]1O	1.741466762	55.14000002923296
CN(CCc1ccccc1)C(=O)CC#N	1.51201697	32.51000003771846
CNC(=O)Cn1ccc2cc(OC)ccc21	1.600646236	39.870000030993566
CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccc(F)cc1	1.545925329	35.14999997119955
CN(C)c1ccc(-c2ccc(COCc3cccs3)cc2)nn1	0.130333768	1.3499999984612785
NC(=O)Cn1nnc(-c2ccccc2)n1	1.041392685	10.999999995992406
Cc1ccc(C(=O)O)cc1NS(=O)(=O)c1csc(C(=O)Nc2ccccc2)c1	1.788804493	61.489999993678424
O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1	1.217483944	16.499999991873135
COc1ccccc1N1CCN(c2nc(-c3ccc(C)cc3)cc(=O)[nH]2)CC1	-0.698970004	0.2000000001547424
Clc1cccc(CNc2nc(C3CC3)no2)c1	1.466719372	29.29000002147385
CCOc1ccc(-c2ccccc2NC(=O)COC)cc1	1.571242851	37.2600000377303
COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4ccc(N)nc4)cc(C)n3)CC1)CO2	1.360025089	22.909999990008863
CCN1CCc2ncnc(N3CCNc4ccccc4C3)c2C1	1.716587578	52.07000003888305
N#CC1(NC(=O)C2CCCCCC2)CC1	1.523095838	33.349999980605006
Cc1nnc(N2CC[C@H](O)C2)c(C#N)c1C	1.494711025	31.239999985234885
Cc1cc(NC2CCCC2)nc(C2CCNCC2)n1	1.853819846	71.42000002355539
CN(Cc1nnc(C2CC2)n1C)C(=O)C1C2CC3CC(C2)CC1C3	1.666892211	46.43999999288514
C=CCN(Cc1cccnc1)c1nc(C)nc2sccc12	1.65829765	45.529999967690394
COc1cc(/C=C/c2nccc(C#N)n2)ccc1F	0.514547753	3.27000000255786
COCCN(Cc1cccs1)Cc1cccc(C)c1O	0.021189299	1.0499999998309097
O=C1NCCCCC1NC(=O)N1CCc2sccc2C1	1.695481676	49.59999994401542
Oc1cccc(/C=C/c2nc3ccccc3o2)c1	-0.15490196	0.6999999999770207
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O	1.863857962	73.09000001952688
Cc1[nH]ncc1-c1nn2c(Cc3ccccc3Cl)nnc2s1	0.621176282	4.180000002165242
CN(CC(=O)Nc1ccncc1)C1CCCC1	1.610553705	40.78999997021771
O=c1[nH]c2ccccc2n1C1CCN(Cc2nnc(-c3cc4c(s3)CCCC4)o2)CC1	0.389166084	2.449999997943551
Cc1noc(C2CCN(CC(N)=O)CC2)n1	1.48784512	30.749999992109863
O=C(C(c1ccccc1)c1ccccc1)N1CCOCC(Cc2ccc3cnccc3c2)C1	1.547774705	35.29999996847729
COc1ccc(F)cc1CN1CCC(n2c(=O)[nH]c3ccccc32)CC1	1.779596491	60.19999996426148
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1	1.183839037	15.269999998016205
NC(=O)c1ccc(Oc2ccc(C(=O)N3CCCCCC3)cc2)cc1	1.776773802	59.809999943245586
Cc1c(Cl)cccc1NC(=O)C(C)N1CCCN(c2nccs2)CC1	1.683047038	48.19999997349137
CN(Cc1ccccc1Br)C(=O)Nc1ccc(C(=O)N2CCCC2)cc1	1.841296887	69.38999992166453
O=C(Cn1c(-c2ccc(F)cc2)nc2ccccc21)N1CCOCC1	1.736953954	54.57000002724816
CCOC(=S)SCC(=O)Nc1nc(-c2ccc(C3CCCCC3)cc2)cs1	0.338456494	2.1800000019847396
CN1C(=O)COc2ccc(NC(=O)CCN3C(=O)COc4ccc(Cl)cc43)cc21	0.176091259	1.4999999998076838
CCOCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1	1.57818061	37.86000003244878
Fc1ccc(-n2nc(C3CCOCC3)nc2-c2cn[nH]c2)c(F)c1	1.412964272	25.880000000198866
CN(CC(=O)NC1(C#N)CCCC1)c1ccccc1	1.667639706	46.5199999939575
Cn1c(C(=O)N2CCN(CCc3ccccc3)C(=O)C2)cc(=O)n(C)c1=O	1.775901579	59.690000014888405
Cc1ccc(CCNC(=O)c2ccncc2)o1	1.466422722	29.269999970763863
CC(C)C[C@@H](CO)n1cc(-c2ccccc2Cn2cccn2)nn1	1.230704314	17.010000015174498
NC(=O)COc1ccccc1-c1ccccc1	1.59117595	39.0099999719937
N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1	1.414137362	25.949999988977133
CCOC(=O)c1c(C)[nH]c(CN(Cc2ccccc2)C(=O)c2ccccc2Cl)c1C	0.711807229	5.149999999511545
CC(=O)N1CCCN(Cc2c(C)nn(C)c2Cl)CC1	1.613841822	41.10000001172834
O=C(NC1CCN(c2ccc(OC(F)(F)F)cc2)CC1)N1CCC1	1.755798657	56.990000003434055
O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1	1.591064607	38.99999999762036
CC(C)(C)NC(=O)Cn1nc(C(c2ccccc2)c2ccccc2)oc1=O	0.779596491	6.019999996426148
c1ccc(-c2noc(NC3CC3)n2)cc1	1.451786436	28.300000030998746
NC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(C(=O)Cc2cccc(F)c2)CC1	1.799340549	62.99999993420215
COCCc1nc(-c2cnc(C3CC3)nc2)n(Cc2ccc(F)cc2)n1	1.532372134	34.070000033899625
Cc1nc(C2CCN(CC(N)=O)CC2)no1	1.787956123	61.3699999598777
CN(C)CCn1ccc2cc(NC(=O)c3ccc(=O)[nH]n3)ccc21	1.728434951	53.51000000317212
O=C(O)c1cnc(/C=C/c2csc(-c3ccsc3)n2)s1	1.889357737	77.51000001982278
Cc1ccccc1N(CC(=O)N(C)C)S(C)(=O)=O	1.669595781	46.729999997383885
Cc1nnc(-c2ccccc2-c2c[nH]nc2C)s1	1.490239485	30.91999998246535
Cc1ccc(C(=O)Nc2ncccc2C)s1	1.5774918	37.80000001416754
Cn1c(CNC(=O)Cc2ccccc2)nc2ccccc21	1.650987094	44.7699999604719
CCCOc1ccccc1C(=O)N1CC(Oc2cccc(OC)c2)C1	1.626340367	42.29999996347112
CC(C)Oc1ccc(C(=O)Nc2cccc(-c3nc4cnccc4o3)c2)cc1	-0.26760624	0.5400000002201203
Cc1cccc(C(=O)N(C)CCc2cnccn2)c1	1.48258777	30.380000033103816
COc1ccccc1OC1CCN(Cc2ccccc2C#N)CC1	1.613841822	41.10000001172834
C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl	1.548389418	35.34999998918094
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	1.737987326	54.699999958003936
N#Cc1ccc(OCCn2cccn2)cc1	1.600210306	39.829999962459716
OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1	1.620136055	41.70000000251974
Cc1cc(Nc2ccc3c(c2)oc(=O)n3C)nc(C2CC2)n1	0.727541257	5.339999999648876
CC(C)c1nc(NCc2cccnc2)n(C)n1	1.581608366	38.15999999718321
Cc1cnc(NC(=O)c2cc(S(=O)(=O)N(C)C)ccc2N2CCCC2)s1	-0.677780705	0.21000000012866146
O=C(NCCCn1ccnc1)N1CC2(CCCC2)c2ccccc21	1.799891685	63.08000004983931
COc1cc(CNCCN2CCOCC2)cc(Cl)c1OCc1ccccc1	1.728434951	53.51000000317212
Cc1cccc(-c2nc(CN(Cc3cnn(C)c3)C(C)C)c(C)o2)c1	1.331427297	21.450000023670718
N#Cc1ccc(NS(=O)(=O)c2c[nH]c3nc(Cl)ccc23)c(F)c1	1.117271296	13.100000010383479
CCOC(=O)c1ccc(OCC(=O)c2c[nH]c3ccccc23)cc1	-0.161150909	0.6900000004174445
CCN(Cc1ccncc1)[C@@H]1CN(C(=O)c2ccccc2)C[C@H]1O	2.061452479	115.19999997687135
COc1cccc(NC(=O)CNc2cccc(-c3ccnc(C)n3)c2)c1	1.702861171	50.45000004961083
COc1cc(CN(C)C(=O)Nc2cccc(C)c2C)ccc1O	1.714497409	51.820000041785136
O=c1c(N2CCCC2)c(Cl)cnn1-c1ccccc1	1.233757363	17.130000001360383
Cc1ncc2c(n1)CN(CCCc1nc3ccccc3o1)CC2	1.668385917	46.60000003326312
Cc1ccc(C(=O)Nc2ccccc2C#N)cc1	1.016197354	10.380000011653113
O=C(CCCc1ccc(F)cc1)N1CCN(c2ccccc2)C(=O)C1	1.692053365	49.2099999961383
O=C(CCc1ccco1)Nc1ccccc1OC(F)F	1.649626887	44.63000001638789
Cn1c(CNC(=O)Cc2cccc3ccccc23)nc2ccccc21	1.002166062	10.050000005634649
O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1	-0.397940009	0.3999999996979355
CN1CCc2ncnc(N3CCCN(c4nccs4)CC3)c2C1	1.635986112	43.25000001983441
COCc1nc(-c2cc(F)ccc2F)c(C)s1	0.556302501	3.6000000019290272
Cc1cc(NCc2ccnc(N3CCCC3)c2)c2ccccc2n1	1.507451061	32.17000000726151
CCc1nnsc1C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1	1.508529719	32.25000000213221
CC(C)c1cccc(CN2C(=O)N(C)C3(CCCCC3)C2=O)n1	1.544440137	35.02999997437507
CN1CCN(C(=O)c2cc(Br)cnc2Cl)c2cnccc21	1.762228284	57.839999961846914
Cc1cnc(NCc2ccccc2-n2ccnc2)nc1N(C)C	1.717836867	52.21999994145157
O=C(CC1CCN(c2ncc(Cl)cn2)CC1)N1CCOCC1	1.709269961	51.200000002849364
NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1	1.480006943	30.200000002979664
Cc1nc2ccccc2c(N)c1C(=O)/C=C/c1ccccc1	1.617105231	41.41000004744828
COc1cccc(-c2ccc(C(=O)N(C)Cc3c(C)nn(C(C)C)c3C)o2)c1	1.672005445	46.989999997516634
CCN(CC)CCCNc1c2c(nc3ccccc13)CCC2	1.405687787	25.45000001917549
CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1	0.644438589	4.40999999524938
COc1c(C)cccc1CN1CCC(O)(c2ccc(F)cc2)CC1	1.59900924	39.72000001615677
CCCc1cc(N2CCc3c(nc(C4CC4)n3C)C2)n2ncnc2n1	1.726482697	53.270000026392516
Cc1sc2ncnc(OCC(=O)Nc3ccc4c(c3)OCO4)c2c1C	-0.585026652	0.2600000000174704
COCCOc1ccc2c(c1)ncn2-c1ccc2cccc(N3CCC(N)CC3)c2n1	1.482158695	30.34999997125859
c1cnc(N2CCC(Cc3ccncc3)CC2)nc1	1.764176132	58.09999994778148
COc1cccc(CN2CCC(Cc3ccc(-c4cccnc4)cc3)(C(N)=O)CC2)c1	1.848804701	70.59999999157864
CC(=O)N1CCCN(C(=O)Cc2csc(C(C)C)n2)CC1	1.740993932	55.08000005264741
Nc1ccc(C(=O)N2CCOCC2)c(Cl)c1	1.581494542	38.14999997444635
COc1nc(C#N)c(N2CCOCC2)o1	1.647480773	44.409999982240286
Cc1cc(-c2nccs2)nc(CC2CCNCC2)n1	1.562887381	36.54999997526726
Cc1nc(CC2CCN(S(=O)(=O)c3c(C)noc3C)CC2)cc(NC2CCCC2)n1	1.781539969	60.47000005486762
Cc1ccc2nc(C)c(C(=O)N3CCC(C(=O)Nc4ccncc4)CC3)cc2c1	1.719828286	52.45999996927799
Cc1ccc(NC(=O)CN2CCCC(c3nc4ccccc4o3)C2)cc1C	1.0	10.0
Cc1nc(NC(c2nccn2C)C2CC2)c2sccc2n1	1.710117365	51.29999998679196
COc1ccc(-c2cccc(C3CCCN(CC(=O)Nc4ccccn4)C3)n2)cc1	0.908485019	8.100000002263297
Cc1ccccc1COC1CN(C(=O)Cn2c(=O)[nH]c3ccccc32)C1	1.654946227	45.180000043240995
O=C(Nc1cccc2cnccc12)c1cccc(F)c1	1.677880582	47.63000005356491
CCONC(=O)c1cncn1-c1ccc(F)cc1	1.681693392	48.049999999495014
Cc1cnn(C2CN(CC3(O)CCCCC3)C2)c1	1.5132176	32.5999999949002
O=C(Nc1ccccc1-n1ccnc1)c1cccs1	1.887673552	77.20999991920718
N#Cc1ccc(N2CCc3c(ncn3C3CC3)C2)nc1	1.658202253	45.519999959435566
Cc1cc(C(=O)NCCC2=CSC3=NCCCN23)c2cccc(C)c2n1	1.66407759	46.13999998033743
O=c1[nH]c2ccccc2n1C1CCN(CCc2ccccn2)CC1	1.748962861	56.09999996691035
Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1	0.770852012	5.900000004861561
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1	0.579783597	3.8000000033528436
COc1ccc(Br)c(-c2nnc(N)o2)c1	1.393926007	24.770000023621797
CN(Cc1cccc(C#N)c1)c1cnc2ccccc2n1	1.07371835	11.849999990555824
N#Cc1c(N2CCCC2)oc2nc3ccccc3nc12	-0.522878745	0.30000000019365036
CCc1cc2c(N(C)CCO)ncnc2s1	1.611404638	40.870000027140975
Cc1nn(C)c2sc(C(=O)N3CCC(C(=O)O)(c4ccccc4)CC3)cc12	1.867644234	73.73000001645092
COc1ccc2nc(C)nc(N3CC(CO)C3)c2c1	1.46686762	29.29999997610974
O=C(CCn1nnc2ccccc2c1=O)Nc1ccncc1	1.329601248	21.359999982465254
O=C(C1CCCN(c2cnccn2)C1)N1CCc2ccccc2C1	1.725911632	53.19999996385734
Nc1nc2c3ccccc3oc2c2ccccc12	-0.602059991	0.25000000018879037
CC(C)CN1C(=O)C(=O)N(Cc2ccccn2)C1=O	1.593618308	39.229999988298964
CC(C)c1nnc(CN2CCN(c3nccs3)CC2)o1	1.716587578	52.07000003888305
Cc1nnc(N2CCC(CNc3ccc(C#N)cn3)C2)c(C#N)c1C	0.911157609	8.150000004879617
Cc1nnc(NC(=O)c2nn(-c3ccc(F)cc3)c3c2CCCC3)s1	0.462397998	2.90000000067472
CS(=O)(=O)N1CCc2cc(C(=O)NCCOc3ccc4ccccc4c3)ccc21	-0.356547324	0.4399999995074253
Cc1ccc(C(=O)NC[C@H]2Cn3ccnc3CO2)cc1	1.483301952	30.429999974904064
FC(F)(F)COc1ccc(CN2CCc3c(cnn3-c3ccccc3)C2)nn1	1.716670976	52.080000052747955
